,minpadj_maxPdPSI_LMI070_01x,dPSI_LMI070_01x,Algorithem.x,minpadj_maxPdPSI_LMI070_03x,dPSI_LMI070_03x,Algorithem.y,minpadj_maxPdPSI_LMI070_10x,dPSI_LMI070_10x,Algorithem.x,minpadj_maxPdPSI_RG7916_01x,dPSI_RG7916_01x,Algorithem.y,minpadj_maxPdPSI_RG7916_03x,dPSI_RG7916_03x,Algorithem.x,minpadj_maxPdPSI_RG7916_10x,dPSI_RG7916_10x,Algorithem.y
AC073254.1,0.999999915,0.000126601,majiq,1,-0.00018135,majiq,0.999999862,0.000156868,majiq,0.999999209,-0.00039312,majiq,0.999999656,0.000253789,majiq,0.999999674,0.000240595,majiq
AC073346.2,0.887386031,0.02575708,leafcutter,0.833631064,0.017628351,leafcutter,0.283033928,0.058865549,leafcutter,0.993087627,0.001876126,majiq,0.999382977,0.00552057,leafcutter,0.762849212,0.043445517,leafcutter
AC073610.5,0.999999999,-5.37E-06,majiq,1,-1.18E-09,majiq,1,-8.80E-09,majiq,1,-1.43E-08,majiq,1,4.08E-10,majiq,1,1.86E-06,majiq
AC084018.1,0.139525993,-0.123,rmats,0.874942601,0.08545372,leafcutter,0.422064646,0.195191951,leafcutter,0.918377514,0.061567682,leafcutter,0.999382977,0.019828265,leafcutter,0.65008856,-0.06,rmats
AC087590.3,,,,0.666573023,-0.191,rmats,,,,,,,,,,,,
AC090421.1,0.998921088,-0.027039572,majiq,0.999931114,-0.027476835,majiq,0.999023432,-0.000611997,majiq,0.997508499,-0.011490338,majiq,0.97418206,0.036414492,leafcutter,0.992785227,-0.012590473,majiq
AC090937.2,0.995071735,0.051374914,leafcutter,0.94568544,0.016338095,leafcutter,0.95069826,0.022129381,leafcutter,0.917088394,0.045254933,leafcutter,0.992203765,0.018669519,leafcutter,0.985337751,0.027141005,leafcutter
AC092295.7,,,,,,,0.487721681,-0.329,rmats,,,,,,,,,
AC092296.1,,,,0.661518395,-0.284,rmats,0.613515415,-0.308,rmats,0.085927674,-0.195,rmats,0.828659353,-0.308,rmats,,,
AC093415.2,0.003991493,-0.199,rmats,0.310835295,-0.238,rmats,,,,0.436277161,-0.259,rmats,0.172084282,0.217,rmats,0.988933507,0.030748788,leafcutter
AC093616.4,0.999999708,0.000335693,majiq,1,-0.00029192,majiq,0.99999604,0.002964679,majiq,0.999999447,0.000503999,majiq,0.999998562,0.001964749,majiq,0.99996639,0.011135486,majiq
AC093642.5,0.009931367,0.264,rmats,,,,0.00328133,0.308,rmats,0.843668467,0.221,rmats,0.944718268,0.242,rmats,0.652289616,0.153,rmats
AC093724.1,,,,,,,0.260085554,0.139,rmats,,,,,,,,,
AC093726.6,0.985662865,-0.036267547,majiq,0.998205527,0.008378566,leafcutter,0.987598493,0.026923117,leafcutter,0.39454502,-0.117,rmats,0.97341178,0.030850454,leafcutter,0.994343481,-0.014259723,majiq
AC093734.11,0.025159048,-0.219,rmats,0.18254469,-0.315,rmats,0.872922424,-0.226,rmats,0.977763498,0.119,rmats,0.053248617,-0.404,rmats,0.063134213,-0.43,rmats
AC093838.4,,,,0.41567793,0.051,rmats,0.611953786,-0.076,rmats,,,,,,,0.809039231,0.056,rmats
AC097500.2,,,,,,,,,,,,,,,,0.546501523,0.383,rmats
AC103965.1,,,,,,,,,,0.219324975,0.187,rmats,,,,,,
AC104532.2,0.99993522,0.009693765,majiq,0.999994789,-0.021584554,majiq,0.999695056,-0.02618106,majiq,0.999994489,0.001137081,majiq,0.999980004,-0.002828659,majiq,0.999793532,-0.019982935,majiq
AC104534.3,1,-9.29E-10,majiq,1,4.52E-11,majiq,1,7.80E-11,majiq,1,-1.77E-09,majiq,1,-8.25E-10,majiq,1,-5.20E-10,majiq
AC104794.5,0.999990092,0.007000806,majiq,0.9999915,-0.047969869,majiq,0.999455445,0.039482056,majiq,0.999999923,-0.000205219,majiq,0.999999967,0.000347609,majiq,0.999999997,-3.84E-05,majiq
AC108488.4,,,,,,,0.477445621,-0.139,rmats,0.874437339,0.027889797,leafcutter,,,,,,
AC116366.4,0.770160231,0.076579574,leafcutter,0.766415257,0.027387346,leafcutter,0.510567523,0.073450583,leafcutter,,,,0.854348788,0.03032304,leafcutter,0.943324078,0.064637934,leafcutter
AC116366.7,0.763252478,0.013431858,leafcutter,0.948361921,0.012451819,leafcutter,0.079609788,0.041408749,leafcutter,0.999993182,-0.000125302,majiq,0.966728867,0.025767231,leafcutter,0.29919675,0.118164575,leafcutter
AC118138.2,0.99965988,-0.019821195,majiq,0.999883083,-0.014348085,majiq,0.998618573,-0.010637448,majiq,0.998801785,-0.001368299,majiq,0.999688359,-0.017315068,majiq,0.99831147,-0.013140759,majiq
AC122136.1,,,,,,,,,,,,,0.072804773,-0.268,rmats,0.060003141,-0.244,rmats
AC123788.3,4.15E-05,0.421,rmats,,,,0.958788864,-0.052,rmats,0.249087656,0.276,rmats,0.018259054,0.306,rmats,,,
AC124789.1,0.768450066,-0.15,rmats,0.790260175,0.112146343,leafcutter,0.922813142,0.026869285,leafcutter,0.948724693,0.048740737,leafcutter,0.985336331,0.036439937,leafcutter,0.646680574,0.214972529,leafcutter
AC126544.4,0.025239479,0.351,rmats,2.32E-05,0.749,rmats,6.91E-12,0.873,rmats,0.998126374,0.019598921,majiq,0.999070995,0.021937863,majiq,0.997903087,-0.032687765,majiq
AC135048.13,0.999294139,-0.032909223,majiq,0.999999396,-0.036289688,majiq,0.99924975,-0.030939493,majiq,0.999597669,-0.033128192,majiq,0.999637206,-0.021892232,majiq,0.999613928,-0.02636046,majiq
AC136007.2,0.200982563,-0.148,rmats,0.022746151,-0.346,rmats,0.035453246,-0.376,rmats,1.75E-05,-0.376,rmats,0.145485865,-0.358,rmats,6.11E-07,-0.555,rmats
AC138969.4,0.817565129,0.015230458,leafcutter,0.936955582,0.024684258,leafcutter,0.695494678,0.013639433,leafcutter,0.013187819,0.373,rmats,0.022465641,0.412,rmats,0.245014032,0.346,rmats
AC145124.2,0.999999482,-0.001319627,majiq,0.963807656,0.004288317,leafcutter,0.99999933,-0.001321846,majiq,0.999994578,-0.001305484,majiq,0.999999445,-0.001316545,majiq,0.999995702,-0.001312117,majiq
AC159540.1,0.999997761,1.99E-05,majiq,0.999999996,-1.97E-05,majiq,0.999995418,-1.76E-05,majiq,0.99999801,-2.03E-05,majiq,0.999999256,2.20E-05,majiq,0.999986569,1.22E-05,majiq
ACAA1,0.272158992,-0.023,rmats,0.123780205,-0.025,rmats,0.042261005,-0.029,rmats,0.874437339,0.074001011,leafcutter,0.997105598,0.012794507,leafcutter,0.30773577,0.055,rmats
ACAA2,0.987187159,0.005939304,leafcutter,1,-0.005939369,majiq,0.999996719,-0.017073479,majiq,0.918713971,0.059307347,leafcutter,0.999995522,-0.014494736,majiq,0.932052312,0.014046941,leafcutter
ACACA,0.832318238,0.075939175,leafcutter,0.037067771,0.064822715,leafcutter,0.890357118,0.011929997,leafcutter,0.776513714,0.084,rmats,0.858739238,0.015598983,leafcutter,0.423571152,0.061901761,leafcutter
ACAD10,0.415568943,0.073856464,leafcutter,0.615912318,0.089856242,leafcutter,0.783990522,0.054363012,leafcutter,0.243854009,-0.131,rmats,0.805819963,0.100549009,leafcutter,0.957930867,0.068201782,leafcutter
ACAD11,0.716815501,0.067,rmats,0.333180198,0.038357398,leafcutter,0.537488737,-0.134,rmats,0.874437339,0.014265812,leafcutter,0.995116714,0.029919312,leafcutter,0.932052312,0.056986671,leafcutter
ACAD8,0.714346499,0.062113381,leafcutter,0.205205273,-0.121,rmats,0.702521066,0.050531988,leafcutter,0.874437339,0.019430398,leafcutter,0.937536341,0.070767798,leafcutter,0.67823066,0.163283074,leafcutter
ACAD9,0.72649716,0.019253364,leafcutter,0.675072638,-0.017,rmats,0.810617851,0.012278636,leafcutter,0.874437339,0.019252099,leafcutter,0.722383352,-0.034,rmats,0.69131023,-0.034,rmats
ACADM,0.248399985,0.075,rmats,0.775894154,0.059549065,leafcutter,0.892804597,0.008644134,leafcutter,0.874437339,0.011558613,leafcutter,0.995116714,0.00567705,leafcutter,0.894455676,0.019600461,leafcutter
ACADS,0.999988713,0.000379717,majiq,0.999999615,0.000374243,majiq,0.999966039,-0.000370137,majiq,0.999998781,-6.99E-05,majiq,0.999991091,-6.36E-05,majiq,0.999984805,0.000377569,majiq
ACADSB,0.823872797,0.080252486,leafcutter,0.958544116,0.05248185,leafcutter,0.999983586,-0.001613462,majiq,0.944731902,0.114042696,leafcutter,0.845767778,0.142238598,leafcutter,0.959663401,0.081174986,leafcutter
ACADVL,0.698313826,-0.04,rmats,0.006285299,-0.088,rmats,0.003083939,-0.092,rmats,0.806645439,0.111,rmats,0.943439957,0.011885317,leafcutter,0.763512797,-0.01,rmats
ACAP2,0.967202834,0.03211264,leafcutter,0.485294287,0.025182186,leafcutter,0.908306916,0.02434919,leafcutter,0.999480173,-0.011651452,majiq,0.941637949,0.017468117,leafcutter,0.746979627,0.021333938,leafcutter
ACAP3,0.1774342,0.059036008,leafcutter,0.252467944,0.023898663,leafcutter,0.344492806,0.01771287,leafcutter,0.874437339,0.006315327,leafcutter,0.951786255,0.015213232,leafcutter,0.717719541,0.037233387,leafcutter
ACAT1,0.999998726,0.013887003,leafcutter,0.81786108,0.013233341,leafcutter,0.940959539,0.006450911,leafcutter,0.976919812,0.014963558,leafcutter,0.999382977,0.001786591,leafcutter,0.906964949,0.016401315,leafcutter
ACAT2,0.999998916,-6.00E-05,majiq,1,-1.34E-07,majiq,0.999999721,-6.36E-06,majiq,0.874437339,0.077076381,leafcutter,0.999999996,-1.49E-06,majiq,0.999999941,-1.80E-05,majiq
ACBD3,0.991056251,0.029509524,leafcutter,1,4.17E-06,majiq,1,-6.64E-06,majiq,0.999999997,-0.00010267,majiq,0.999999999,6.65E-06,majiq,0.999999982,-4.13E-06,majiq
ACBD4,0.415040187,0.209072704,leafcutter,0.5992942,0.029,rmats,0.755784389,-0.161,rmats,0.435426529,0.048,rmats,0.466552053,0.041,rmats,0.344050706,-0.219,rmats
ACBD5,0.520572988,0.176096779,leafcutter,0.635664052,0.109197271,leafcutter,0.317136809,0.146879819,leafcutter,0.917088394,0.067961373,leafcutter,0.845767778,0.066032852,leafcutter,0.67823066,0.082152818,leafcutter
ACBD6,0.710974784,0.061595395,leafcutter,1,2.89E-07,majiq,1,2.69E-09,majiq,0.939333632,0.029045357,leafcutter,1,5.77E-07,majiq,1,1.68E-08,majiq
ACCS,3.86E-05,-0.365,rmats,0.732129503,0.084385514,leafcutter,0.257629387,-0.21,rmats,0.933473247,0.110766378,leafcutter,0.997333255,-0.019309758,majiq,0.540247641,-0.153,rmats
ACD,0.980888393,0.017477064,leafcutter,0.855063934,0.020079157,leafcutter,0.724471119,0.030645549,leafcutter,0.874437339,0.043416243,leafcutter,0.93715941,0.028870726,leafcutter,0.957930867,0.017197488,leafcutter
ACE,0.900355855,0.008788909,leafcutter,0.54589768,-0.019,rmats,0.715195077,0.040813638,leafcutter,0.918713971,0.048943804,leafcutter,0.964642326,0.04373117,leafcutter,0.925148561,0.03215131,leafcutter
ACER3,0.970416121,0.00537561,majiq,0.999915882,-0.00033327,majiq,0.996417328,0.000220407,majiq,0.999470891,-0.000705713,majiq,0.999329255,-0.000622768,majiq,0.999617332,-0.000567282,majiq
ACIN1,0.872078903,0.052193918,leafcutter,0.709349696,0.034236776,leafcutter,0.349301427,0.079300283,leafcutter,0.874437339,0.036439702,leafcutter,0.845767778,0.017066173,leafcutter,0.957930867,0.017605563,leafcutter
ACKR3,,,,,,,,,,0.998828482,0.022787328,majiq,,,,,,
ACKR4,1,7.78E-16,majiq,1,7.78E-16,majiq,1,7.78E-16,majiq,1,7.78E-16,majiq,1,7.78E-16,majiq,1,7.78E-16,majiq
ACLY,0.997088484,0.002755431,leafcutter,0.945643335,0.016532907,leafcutter,0.869956524,0.037117904,leafcutter,0.874437339,0.010652164,leafcutter,0.953400745,0.04147072,leafcutter,0.955172426,0.03668435,leafcutter
ACO1,0.125647388,-0.051,rmats,0.10524554,-0.05,rmats,0.119346126,-0.05,rmats,0.917088394,0.054650532,leafcutter,0.999235005,0.01111896,leafcutter,0.943704883,0.051630783,leafcutter
ACO2,0.766285729,0.005159455,leafcutter,0.966634284,0.007031265,leafcutter,0.55965614,0.046497001,leafcutter,0.874437339,0.04913935,leafcutter,0.985336331,0.018422094,leafcutter,0.752804409,0.040856295,leafcutter
ACOT13,0.967514843,0.01607823,leafcutter,0.98412496,0.004437803,leafcutter,0.999141137,0.000524119,leafcutter,0.943532591,0.024396391,leafcutter,0.995116714,0.006473026,leafcutter,0.736034269,0.018727066,leafcutter
ACOT2,0.911146341,0.020492956,leafcutter,0.663494004,0.030697554,leafcutter,0.878046981,0.021980499,leafcutter,0.998263542,-0.017436677,majiq,0.901213892,0.010565226,leafcutter,0.928250233,0.029531407,leafcutter
ACOT7,0.996678412,-0.013180374,majiq,0.998424414,0.000641735,leafcutter,0.896404529,0.035408753,leafcutter,0.998002041,-0.01698702,majiq,0.999382977,0.012678922,leafcutter,0.673279351,0.100571859,leafcutter
ACOT8,0.999998726,0.018228752,leafcutter,0.754779289,-0.224,rmats,0.778803209,0.038942003,leafcutter,0.930368299,0.038191204,leafcutter,0.887967675,0.078,rmats,0.078588417,0.115,rmats
ACOT9,0.954869142,0.006899032,leafcutter,0.786509637,0.073,rmats,0.434310058,0.058877566,leafcutter,0.874437339,0.013092466,leafcutter,0.995116714,0.026704995,leafcutter,0.873814613,0.0551664,leafcutter
ACOX1,0.358509191,0.023,rmats,0.632332384,0.068194725,leafcutter,0.574093831,0.035419416,leafcutter,0.874437339,0.0412653,leafcutter,0.960875093,0.015,rmats,0.70140305,-0.084,rmats
ACOX2,0.991056251,0.015806747,leafcutter,0.510634664,0.067,rmats,0.946259734,0.033115661,leafcutter,0.99396776,0.028265453,leafcutter,0.900432146,0.05411005,leafcutter,0.932052312,0.026973319,leafcutter
ACOX3,0.763252478,0.066567479,leafcutter,0.67637645,0.040554825,leafcutter,0.831805805,0.077337318,leafcutter,0.874437339,0.094103168,leafcutter,0.979967609,0.062848602,leafcutter,0.607788586,0.091609751,leafcutter
ACP1,0.987313634,0.023622204,leafcutter,0.270371865,0.066070012,leafcutter,0.594366684,0.024927552,leafcutter,0.997601174,-0.008711639,majiq,0.906724824,0.046108039,leafcutter,0.751336053,0.062938184,leafcutter
ACP2,0.943074946,0.012514269,leafcutter,0.980200823,0.012566825,leafcutter,0.982350247,0.01115279,leafcutter,0.874437339,0.02163196,leafcutter,0.999382977,0.011057909,leafcutter,0.994117119,0.006681837,leafcutter
ACP6,0.876697507,-0.137,rmats,0.396541635,-0.175,rmats,0.058399896,-0.194,rmats,,,,0.902181555,-0.131,rmats,,,
ACSF2,0.106744913,0.108,rmats,0.156474113,0.097,rmats,0.702341711,-0.041,rmats,0.874437339,0.101267449,leafcutter,0.941637949,0.063901242,leafcutter,0.691738207,0.069,rmats
ACSF3,0.156290259,0.096,rmats,0.625817606,-0.126,rmats,0.927475179,0.076435631,leafcutter,0.884770659,0.141493576,leafcutter,0.793966852,0.095,rmats,0.22277964,0.274387181,leafcutter
ACSL1,0.763252478,0.058840524,leafcutter,0.678185134,0.137553133,leafcutter,0.639744961,0.06052485,leafcutter,0.93727798,0.037556951,leafcutter,0.924147042,0.085780215,leafcutter,0.938984423,0.027651135,leafcutter
ACSL3,0.10380229,-0.105,rmats,0.02142793,-0.129,rmats,0.659026964,0.103968878,leafcutter,0.874437339,0.061179013,leafcutter,0.845767778,0.081589579,leafcutter,0.957930867,0.037770863,leafcutter
ACSL4,0.917317688,0.011630773,leafcutter,0.336271888,0.072,rmats,0.304771311,0.073,rmats,0.874437339,0.073966813,leafcutter,0.847171275,0.085269984,leafcutter,0.705776541,0.079899446,leafcutter
ACSS1,0.999998726,0.038629763,leafcutter,0.952137095,0.045009502,leafcutter,0.974171777,0.057573897,leafcutter,0.999965825,0.003841712,majiq,0.984839051,0.08313414,leafcutter,,,
ACSS2,0.681776915,0.088389811,leafcutter,0.329403788,0.027288798,leafcutter,0.906235487,0.013787129,leafcutter,0.88150502,0.026357726,leafcutter,0.952733111,0.032192277,leafcutter,0.645952609,0.055515512,leafcutter
ACSS3,,,,,,,,,,,,,,,,0.99997867,0.002975345,majiq
ACTA2,0.855845681,0.002327144,leafcutter,0.633664032,0.066953453,leafcutter,0.691594937,0.058070422,leafcutter,0.99672032,-0.006882477,majiq,0.997105598,0.019148158,leafcutter,0.799606804,0.066966215,leafcutter
ACTB,0.993057594,0.000468729,leafcutter,1,8.66E-16,majiq,1,7.78E-16,majiq,0.997039655,0.000577989,leafcutter,1,1.94E-14,majiq,1,7.79E-16,majiq
ACTG1,0.855845681,0.000808038,leafcutter,0.587236569,-0.002,rmats,0.999999819,-0.001508534,majiq,0.123637678,0.057,rmats,1,0.000522596,majiq,1,-0.000747298,majiq
ACTL6A,0.379349282,0.024,rmats,0.000956671,0.044,rmats,0.653965391,0.031366412,leafcutter,0.874437339,0.073154084,leafcutter,0.238898018,-0.119,rmats,0.906710797,0.023240799,leafcutter
ACTN1,0.646219664,0.046646156,leafcutter,0.114503736,0.0579178,leafcutter,0.345610913,0.044335321,leafcutter,0.874437339,0.035156562,leafcutter,0.845767778,0.045628763,leafcutter,0.406364667,0.045323465,leafcutter
ACTN4,0.872078903,0.002852148,leafcutter,1,9.03E-16,majiq,1,9.09E-16,majiq,0.874437339,0.005427381,leafcutter,1,3.03E-11,majiq,1,8.30E-15,majiq
ACTR10,0.921823542,0.033137537,leafcutter,1,9.68E-11,majiq,1,2.47E-08,majiq,0.874437339,0.00386195,leafcutter,0.999999989,-1.76E-05,majiq,0.999999997,-3.39E-05,majiq
ACTR1A,0.992840506,0.014961138,leafcutter,0.895276293,0.017858094,leafcutter,0.146888202,-0.029,rmats,0.999999981,0.003903978,majiq,0.999382977,0.011135571,leafcutter,0.977008692,0.01590089,leafcutter
ACTR1B,0.855845681,0.029316745,leafcutter,0.001371128,0.077324258,leafcutter,0.006285509,0.055503383,leafcutter,0.930368299,0.017011499,leafcutter,0.966728867,0.012454915,leafcutter,0.653132149,0.033,rmats
ACTR2,0.76397769,0.00168441,leafcutter,1,5.51E-14,majiq,1,-1.07E-08,majiq,0.943124927,0.023710759,leafcutter,1,-2.50E-08,majiq,1,-7.47E-08,majiq
ACTR3,0.874590825,0.002088725,leafcutter,1,3.99E-11,majiq,1,-1.68E-08,majiq,1,1.23E-09,majiq,1,1.53E-10,majiq,1,8.68E-14,majiq
ACTR3B,,,,0.664864541,0.223,rmats,0.661252416,-0.254,rmats,,,,,,,,,
ACTR5,0.999803411,-0.014515972,majiq,,,,0.999988744,-0.002121298,majiq,,,,0.999968998,0.003644474,majiq,,,
ACTR6,0.997106343,-0.003752013,majiq,0.9999535,-0.004101378,majiq,0.990469313,-0.006758463,majiq,0.999227458,-0.004445552,majiq,0.996598174,-0.003318586,majiq,0.741219195,0.054,rmats
ACTR8,0.763252478,0.049667964,leafcutter,0.311820035,0.036685967,leafcutter,0.700645216,0.027126856,leafcutter,0.874437339,0.016719269,leafcutter,0.97418206,0.016809071,leafcutter,0.939138636,0.045679018,leafcutter
ACVR1,0.918960395,0.023995631,leafcutter,0.895454547,0.051271389,leafcutter,0.859117971,0.045199836,leafcutter,0.874437339,0.079473919,leafcutter,0.016266345,-0.398,rmats,0.969466169,0.010112822,leafcutter
ACVR1B,0.795262447,0.090935872,leafcutter,0.038030787,0.074,rmats,0.4045936,0.044,rmats,0.99190708,0.01467894,leafcutter,0.00253312,0.099,rmats,8.01E-05,0.135,rmats
ACVR2A,0.99997531,-0.003185488,majiq,0.999999069,0.000302725,majiq,0.999968894,0.003451619,majiq,0.999993273,-9.57E-06,majiq,0.999972575,-0.003455269,majiq,0.999980129,-0.002912965,majiq
ACVRL1,0.974810188,0.00899071,leafcutter,0.826687065,0.028558106,leafcutter,0.531457361,0.049051502,leafcutter,0.874437339,0.030087429,leafcutter,0.937691494,0.014870714,leafcutter,0.926109184,0.025670711,leafcutter
ACY1,0.375562187,0.01,rmats,0.45165812,0.007,rmats,0.997185134,-0.037570881,majiq,0.993715623,-0.041588443,majiq,0.99814296,-0.033069977,majiq,0.979407963,-0.079,rmats
ACYP1,0.999998726,0.024626352,leafcutter,0.811438096,0.066103056,leafcutter,0.820024725,0.04236452,leafcutter,0.728114767,-0.057,rmats,0.999382977,0.019016802,leafcutter,0.943836591,0.0349239,leafcutter
ACYP2,0.823288338,0.023928199,leafcutter,0.4009255,0.178,rmats,0.668891769,0.06112343,leafcutter,0.99926912,-0.020066486,majiq,0.877232813,0.057829298,leafcutter,0.526825869,0.066869629,leafcutter
ADA,0.207035999,0.012,rmats,0.032101192,0.017,rmats,0.075752419,-0.053,rmats,0.717980171,0.009,rmats,0.983486745,0.035011151,leafcutter,0.035584605,0.022,rmats
ADAL,,,,,,,,,,0.917088394,0.081890943,leafcutter,0.999942478,0.000211424,majiq,0.999983596,0.000107753,majiq
ADAM10,0.002218874,0.033,rmats,0.000139546,0.038,rmats,0.000375939,0.037,rmats,0.744929695,0.021,rmats,0.000414427,0.038,rmats,0.002296621,0.035,rmats
ADAM12,0.981917059,0.008466697,leafcutter,1.94E-06,0.49262505,leafcutter,2.27E-09,0.402061262,leafcutter,0.977900955,0.030303044,leafcutter,0.999382977,0.003094449,leafcutter,0.957930867,0.011413323,leafcutter
ADAM15,0.083586789,0.503,rmats,0.041320483,-0.515,rmats,0.145424932,0.286,rmats,0.002191521,0.401,rmats,0.015819977,-0.232,rmats,0.209105653,-0.176,rmats
ADAM17,0.331546096,0.04833991,leafcutter,3.44E-05,0.196578547,leafcutter,0.089574879,0.193453346,leafcutter,0.874437339,0.0374526,leafcutter,0.97418206,0.013248818,leafcutter,0.698805351,0.048425834,leafcutter
ADAM23,0.89309602,0.207,rmats,0.001771006,0.191,rmats,0.261022447,0.134,rmats,0.980085939,0.03157609,leafcutter,0.999382977,0.007088969,leafcutter,0.919834299,0.062715513,leafcutter
ADAM32,,,,0.490165207,0.04,rmats,0.141072543,-0.416,rmats,0.410928993,0.438,rmats,0.189051389,0.104,rmats,0.228453999,-0.421,rmats
ADAM33,0.603016224,0.027738344,leafcutter,0.68063206,0.033037443,leafcutter,0.136638644,0.073882329,leafcutter,0.908503836,0.01735145,leafcutter,0.845767778,0.024039118,leafcutter,0.862337868,0.007084818,leafcutter
ADAM9,0.763252478,0.002425668,leafcutter,1,2.73E-13,majiq,1,4.87E-07,majiq,0.874437339,0.003633271,leafcutter,1,2.30E-07,majiq,1,-8.62E-08,majiq
ADAMTS1,0.937048308,-0.003,rmats,0.013711736,-0.02,rmats,0.031405139,-0.017,rmats,1,3.71E-08,majiq,1,1.83E-08,majiq,0.999999898,8.29E-05,majiq
ADAMTS10,0.932682595,0.062273541,leafcutter,0.054098872,0.226,rmats,0.041368742,0.256,rmats,0.992844779,0.05634965,leafcutter,0.002660325,0.344,rmats,0.06827205,0.109692973,leafcutter
ADAMTS12,0.999998726,0.02569769,leafcutter,0.964216992,0.041415679,leafcutter,0.996026092,-0.013235878,majiq,0.99396776,0.033298615,leafcutter,0.980524029,0.044540888,leafcutter,0.936346334,0.066070945,leafcutter
ADAMTS13,0.394882689,0.201,rmats,0.002440483,-0.303,rmats,0.000255245,-0.238,rmats,0.996374626,-0.324,rmats,0.212578032,-0.202,rmats,,,
ADAMTS14,0.102796582,0.161,rmats,0.99999995,0.001887023,majiq,0.062303097,0.179,rmats,0.058157598,0.216,rmats,0.047574241,0.216,rmats,0.035671041,0.216,rmats
ADAMTS2,0.805238677,0.048799646,leafcutter,0.556246668,0.058911819,leafcutter,0.128423701,0.102328137,leafcutter,0.979476938,0.034219413,leafcutter,0.845767778,0.064717408,leafcutter,0.732055291,0.055293293,leafcutter
ADAMTS5,0.915400585,0.008780845,leafcutter,1,-4.66E-05,majiq,0.999994888,-4.99E-05,majiq,0.874437339,0.099917785,leafcutter,0.999999508,-0.00199213,majiq,0.999987699,-0.007664784,majiq
ADAMTS6,,,,,,,,,,0.083872507,0.134,rmats,0.372444379,0.113,rmats,,,
ADAMTS7,,,,,,,,,,0.136012715,-0.176,rmats,0.052482072,-0.28,rmats,,,
ADAMTSL1,0.855845681,0.004316691,leafcutter,0.000382053,0.086868352,leafcutter,0.081620177,0.035142651,leafcutter,0.874437339,0.01950146,leafcutter,0.845767778,0.020695677,leafcutter,0.936239642,0.007723608,leafcutter
ADAMTSL4,0.847130979,0.019368771,leafcutter,0.504330079,0.036797449,leafcutter,0.708492976,0.066,rmats,0.874437339,0.03679634,leafcutter,0.95099182,0.023827163,leafcutter,0.759184434,0.01931012,leafcutter
