,1st_exp_iPSC.0573.10x,1st_exp_iPSC.0573.3x,1st_exp_iPSC.0692.10x,1st_exp_iPSC.0692.3x,1st_exp_iPSC.0884.10x,1st_exp_iPSC.0884.3x,1st_exp_iPSC.5497.10x,1st_exp_iPSC.5497.3x,1st_exp_iPSC.5644.10x,1st_exp_iPSC.5644.3x,1st_exp_iPSC.6152.10x,1st_exp_iPSC.6152.3x,1st_exp_iPSC.6770.10x,1st_exp_iPSC.6770.3x,1st_exp_iPSC.9634.10x,1st_exp_iPSC.9634.3x,1st_exp_iPSC.9811.10x,1st_exp_iPSC.9811.3x,1st_exp_NGN2.0573.10x,1st_exp_NGN2.0573.3x,1st_exp_NGN2.0692.10x,1st_exp_NGN2.0692.3x,1st_exp_NGN2.0884.10x,1st_exp_NGN2.0884.3x,1st_exp_NGN2.5497.10x,1st_exp_NGN2.5497.3x,1st_exp_NGN2.5644.10x,1st_exp_NGN2.5644.3x,1st_exp_NGN2.6152.10x,1st_exp_NGN2.6152.3x,1st_exp_NGN2.6770.10x,1st_exp_NGN2.6770.3x,1st_exp_NGN2.9634.10x,1st_exp_NGN2.9634.3x,1st_exp_NGN2.9811.10x,1st_exp_NGN2.9811.3x,2nd_exp_iPSC.4088.10x,2nd_exp_iPSC.4088.3x,2nd_exp_iPSC.4090.10x,2nd_exp_iPSC.4090.3x,2nd_exp_iPSC.4714.10x,2nd_exp_iPSC.4714.3x,2nd_exp_iPSC.4741.10x,2nd_exp_iPSC.4741.3x,2nd_exp_iPSC.4748.10x,2nd_exp_iPSC.4748.3x,2nd_exp_iPSC.5420.10x,2nd_exp_iPSC.5420.3x,2nd_exp_iPSC.6152.10x,2nd_exp_iPSC.6152.3x,2nd_exp_iPSC.6527.10x,2nd_exp_iPSC.6527.3x,2nd_exp_iPSC.6866.10x,2nd_exp_iPSC.6866.3x,2nd_exp_iPSC.6960.10x,2nd_exp_iPSC.6960.3x,2nd_exp_iPSC.9701.10x,2nd_exp_iPSC.9701.3x,2nd_exp_NGN2.4088.10x,2nd_exp_NGN2.4088.3x,2nd_exp_NGN2.4090.10x,2nd_exp_NGN2.4090.3x,2nd_exp_NGN2.4714.10x,2nd_exp_NGN2.4714.3x,2nd_exp_NGN2.4741.10x,2nd_exp_NGN2.4741.3x,2nd_exp_NGN2.4748.10x,2nd_exp_NGN2.4748.3x,2nd_exp_NGN2.5420.10x,2nd_exp_NGN2.5420.3x,2nd_exp_NGN2.6152.10x,2nd_exp_NGN2.6152.3x,2nd_exp_NGN2.6527.10x,2nd_exp_NGN2.6527.3x,2nd_exp_NGN2.6866.10x,2nd_exp_NGN2.6866.3x,2nd_exp_NGN2.6960.10x,2nd_exp_NGN2.6960.3x,2nd_exp_NGN2.9701.10x,2nd_exp_NGN2.9701.3x
CENPA,0,0,0.35,0,0.302,0.329,0,0,0.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPB41L4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545584386061961,0,0,0,0,0,0,0,0,0,0,0,0.740545252661192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LMBR1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262574334870497,0,0,0,0,0,0,0,0.593023340933039,0,0,0,0,0,0,0,0,0,0.427918193626596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMRK1,0,0,0,0,0.540399001553351,0,0,0,0,0,0,0,0,0,0.250146725451227,0,0,0,0,0,0,0,0.492862961264777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDCA7,0,0,0,0,0.276854710609335,0,0,0,0,0,0,0,0,0,0.602,0.40163702281121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCFD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321,0,0,0,0,0,0,0,0,0,0.325,0.32,0.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC18,0,0,0,0,0.335,0,0,0,0,0,0,0,0.258463369686683,0,0.324,0.360420092374115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POM121,0,0,0.423,0,0.312,0,0,0,0,0,0,0,0,0,0.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZRANB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737145235371063,0.536408028725435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMMP1L,0,0,0,0,0,0.352,0,0,0,0,0,0,0,0,0.464459432709331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455298782947274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBM39,0,0,0,0,0.395,0,0,0,0,0,0,0,0,0,0.548,0.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EME1,0,0,0.328,0,0.3,0.337,0,0,0,0,0,0,0,0,0.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRCAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC130,0,0,0.475762812740769,0,0,0,0,0,0,0,0,0,0,0,0,0.330333614953603,0.463947877531881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512,0,0,0,0,0,0,0,0.445,0,0,0,0,0,0,0,0,0,0.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEATR5B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612075397325468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656900747391771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL22L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345558133873304,0,0,0,0,0,0,0,0,0,0.450105870486828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47304438758089,0,0,0,0,0,0,0,0,0,0
FAT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697410718641559,0,0,0,0,0,0,0,0,0,0.570718456604007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMK2G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,0,0,0,0,0,0.259735980559471,0,0.283324974129856,0,0,0,0,0,0,0,0,0,0.374803954939265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIAPH2,0,0,0,0,0.346061750088657,0,0,0,0,0,0,0,0,0,0.324035623781488,0.319037463089324,0.276121615525155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN26,0.327,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253367250015506,0,0,0,0.373539181310536,0,0,0,0,0,0,0,0,0,0
ATXN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748,0.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP6R3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626440552788203,0,0,0,0,0,0,0,0.363732098048415,0,0,0,0,0,0,0,0,0,0.271404950556889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERC2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32631961752617,0.515462516507309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418303320939612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYNC1I1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478347257378125,0,0,0,0,0,0,0,0,0,0,0,0.78107066540592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RALGAPA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6573348481103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601727301040032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106886.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764,0.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHF21B,0,0,0.300884168014125,0,0,0,0,0,0,0,0,0,0,0,0.321870317172508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63167055767821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488,0.415,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KDM8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376,0.428192080878347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448006319351772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRMT9,0,0,0,0,0.470596919349801,0,0,0,0,0,0,0,0,0,0.318089321591448,0,0,0,0,0,0,0,0.463071346987665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRADA,0,0,0.351,0,0,0.301045573426522,0,0,0,0,0,0,0,0,0.331432392417581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268250569706476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523,0.394,0.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEPDC5,0,0,0.282262585355238,0,0,0.261167007675572,0,0,0,0,0,0,0,0,0.439191512405813,0.264407253124856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LMTK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758,0.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALNT17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454542691003407,0,0.789643780621743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD36C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280596233698185,0,0,0,0,0,0,0,0,0,0,0,0,0.592181345010662,0.370461641190762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82285613713236,0.418296169834966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813791588605925,0,0.427319005186349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCN9A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404,0,0.394,0,0,0,0,0,0,0,0,0,0.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRELID3A,0,0,0.367828122514265,0,0,0,0,0,0,0,0,0,0,0,0.271787550115152,0.308120779579947,0.292060784531743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUS1,0,0,0.414,0,0,0,0,0,0,0,0,0,0,0,0.488,0.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAZ,0.257701179949443,0,0,0,0.355,0.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28718043615218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.432,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGT8,0,0,0,0,0.484,0,0,0,0,0,0,0,0,0,0.465,0.284400686006768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUGT1,0,0,0,0,0.251755375118003,0,0,0,0,0,0,0,0,0,0.255657589946221,0,0,0,0,0,0,0,0.321,0,0,0,0,0,0,0,0,0,0.404449016290874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011468.2,0,0,0,0,0.54054163597721,0,0,0,0,0,0,0,0,0,0.691650938031433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSRP1,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0.322168604667751,0,0.281452945447846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF518A,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0.387,0.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC9B2,0,0,0,0,0.416735248078618,0,0,0,0,0,0,0,0,0,0,0.260005412118052,0,0,0,0,0,0,0.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX3Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487253586440817,0.393253226671056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346854445162283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0.311,0.302,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLX4,0,0,0.423930630194748,0,0.3954780866148,0,0,0,0,0,0,0,0,0,0.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGI3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264216846002937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698394716118026,0.261509684322786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371804471202985,0,0,0,0.490630748899442,0,0,0,0,0,0,0,0,0,0.361486227412462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPL1,0,0,0.274989490686134,0,0.308318866722063,0.251370743991168,0,0,0,0,0,0,0,0,0.38725225124039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM241,0.425221788072343,0,0,0,0,0,0,0,0,0,0.463186055503981,0,0,0,0.332785815884864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP70,0.271159591154996,0,0.302,0,0.327,0,0,0,0,0,0,0,0,0,0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERLIN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492169178719195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407911818189828,0.320312705534638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252723871320039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38703151736238,0.303170403240817,0.275907523777986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEMF,0,0,0,0,0.375568483233202,0,0,0,0,0,0,0,0,0,0.565,0.276740781713127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCFL5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508969456940972,0.294635372688674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412790706047281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKA2,0,0,0,0,0.307,0.329,0,0,0,0,0,0,0,0,0.315,0,0,0,0,0,0,0,0.265363881348805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIK3CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529900037112331,0,0,0,0,0,0.259218692334889,0,0,0,0,0,0,0,0,0,0,0,0.42658718030724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457,0.406,0.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBPL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434744570773736,0,0.375011876525805,0.404992272140335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,0.414,0.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASK,0,0,0,0,0.346,0,0,0,0,0,0,0,0,0,0.515,0,0,0,0,0,0,0,0.351309908216326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXO7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFT80,0,0,0,0,0.464020160248853,0,0,0,0,0,0,0,0,0,0.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341,0,0,0
