,1st_exp_iPSC.0573.10x,1st_exp_iPSC.0573.3x,1st_exp_iPSC.0692.10x,1st_exp_iPSC.0692.3x,1st_exp_iPSC.0884.10x,1st_exp_iPSC.0884.3x,1st_exp_iPSC.5497.10x,1st_exp_iPSC.5497.3x,1st_exp_iPSC.5644.10x,1st_exp_iPSC.5644.3x,1st_exp_iPSC.6152.10x,1st_exp_iPSC.6152.3x,1st_exp_iPSC.6770.10x,1st_exp_iPSC.6770.3x,1st_exp_iPSC.9634.10x,1st_exp_iPSC.9634.3x,1st_exp_iPSC.9811.10x,1st_exp_iPSC.9811.3x,1st_exp_NGN2.0573.10x,1st_exp_NGN2.0573.3x,1st_exp_NGN2.0692.10x,1st_exp_NGN2.0692.3x,1st_exp_NGN2.0884.10x,1st_exp_NGN2.0884.3x,1st_exp_NGN2.5497.10x,1st_exp_NGN2.5497.3x,1st_exp_NGN2.5644.10x,1st_exp_NGN2.5644.3x,1st_exp_NGN2.6152.10x,1st_exp_NGN2.6152.3x,1st_exp_NGN2.6770.10x,1st_exp_NGN2.6770.3x,1st_exp_NGN2.9634.10x,1st_exp_NGN2.9634.3x,1st_exp_NGN2.9811.10x,1st_exp_NGN2.9811.3x,2nd_exp_iPSC.4088.10x,2nd_exp_iPSC.4088.3x,2nd_exp_iPSC.4090.10x,2nd_exp_iPSC.4090.3x,2nd_exp_iPSC.4714.10x,2nd_exp_iPSC.4714.3x,2nd_exp_iPSC.4741.10x,2nd_exp_iPSC.4741.3x,2nd_exp_iPSC.4748.10x,2nd_exp_iPSC.4748.3x,2nd_exp_iPSC.5420.10x,2nd_exp_iPSC.5420.3x,2nd_exp_iPSC.6152.10x,2nd_exp_iPSC.6152.3x,2nd_exp_iPSC.6527.10x,2nd_exp_iPSC.6527.3x,2nd_exp_iPSC.6866.10x,2nd_exp_iPSC.6866.3x,2nd_exp_iPSC.6960.10x,2nd_exp_iPSC.6960.3x,2nd_exp_iPSC.9701.10x,2nd_exp_iPSC.9701.3x,2nd_exp_NGN2.4088.10x,2nd_exp_NGN2.4088.3x,2nd_exp_NGN2.4090.10x,2nd_exp_NGN2.4090.3x,2nd_exp_NGN2.4714.10x,2nd_exp_NGN2.4714.3x,2nd_exp_NGN2.4741.10x,2nd_exp_NGN2.4741.3x,2nd_exp_NGN2.4748.10x,2nd_exp_NGN2.4748.3x,2nd_exp_NGN2.5420.10x,2nd_exp_NGN2.5420.3x,2nd_exp_NGN2.6152.10x,2nd_exp_NGN2.6152.3x,2nd_exp_NGN2.6527.10x,2nd_exp_NGN2.6527.3x,2nd_exp_NGN2.6866.10x,2nd_exp_NGN2.6866.3x,2nd_exp_NGN2.6960.10x,2nd_exp_NGN2.6960.3x,2nd_exp_NGN2.9701.10x,2nd_exp_NGN2.9701.3x
AVL9,0.496726243757217,0.342975036587571,0.393197314968474,0,0.77657828568235,0.638418850186636,0,0,0.326879383906908,0,0,0,0,0,0.343254906153245,0,0,0,0.599649997021137,0.299049967306102,0.477430314622523,0.294930791405268,0.67185522577719,0.56544826845068,0,0,0.29845150215508,0,0.253349179874466,0,0.375041132823818,0,0.374034821131931,0,0.256163267517516,0,0,0,0,0,0.260588728096563,0,0,0,0,0,0,0,0,0,0,0,0.251361451701724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCAN,0,0,0.566,0,0.795,0,0,0,0,0,0,0,0,0,0.907,0.748,0.31,0,0.359,0,0.575,0.361,0.696,0.396,0,0,0.389,0,0,0,0.405,0,0.735,0.557,0.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC13A,0,0.393657428613839,0.393370587592251,0,0.327,0.333,0,0,0,0,0,0,0,0,0.60149598077491,0.429950441508611,0.372644572272497,0,0,0,0.352148261569373,0,0,0,0,0,0.521985953370139,0,0,0,0.46170363878355,0,0.738945447221897,0.563162330880433,0.563493626844078,0.250961994503399,0,0,0.382695530940511,0,0,0,0,0,0.385001951433968,0,0,0,0,0,0.397061883616421,0,0,0,0.388055208396514,0.382265561351145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENND4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766,0.353,0.702,0.35383459153153,0.969,0.821,0.568,0.410144196167056,0.394,0,0,0,0.344,0,0.56,0.252953638781589,0.314061787211934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329399208974587,0,0,0,0.415406824034582,0,0,0,0,0,0.352246307572935,0,0,0,0,0,0.327488115057084,0,0,0,0,0
FCHO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82998574264111,0.655948298431269,0.963878468725317,0.647374463507937,0.967660962885201,0.852602330551048,0,0,0.620897858976494,0.276341475447526,0,0,0.531957211853097,0,0.837013015144153,0.549285064233903,0.493637196536173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP170,0.666,0.35,0.486,0.333,0.774,0.546,0,0,0.302,0,0,0,0.318,0,0.383,0,0,0,0.452,0.367,0.562,0.306,0.722,0.609,0,0,0,0,0,0,0.352,0,0.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRWD3,0,0,0,0,0.887771164078048,0,0,0,0.274188240039646,0,0,0,0,0,0.733966954884264,0.861898896522312,0.583541304757908,0,0,0.416411935501186,0.969661264523883,0,0.960733859346663,0.8935366612908,0,0,0,0,0,0,0,0,0.854032199215242,0,0.750050465420417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757952033174652,0.560560395088843,0.799982746881519,0.536805477403534,0.963171267316901,0.755594119364475,0,0,0.618849552245001,0,0,0,0.574385853771024,0,0.774561592696049,0.604563117126573,0.59337278014598,0.279447098908088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348807931775557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRICKLE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475442340728096,0.472176069166137,0.525217720191598,0.536517382014532,0.511134877123315,0.382208170017731,0,0,0.680257012255475,0.523178314071539,0.452366352024156,0,0.562545697463626,0.531314440683123,0.546986272066606,0.5628358336333,0.643013160767784,0.760783328079526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RARS2,0,0,0.363654777941429,0,0.317378340585839,0,0,0,0.265432433275196,0,0,0,0.346752265221664,0,0.529,0.517,0.481,0,0.3,0,0.319,0,0.39,0.366884828168233,0,0,0.761948549649012,0,0,0,0,0,0.355,0.639588535953557,0.764797975568334,0.590832625895998,0,0,0,0,0,0,0.402936074925803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38348964009635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SETDB2,0.393596092037842,0.388518723528821,0.585682748194293,0,0.851002498133599,0.584711659675634,0,0,0.295793257547685,0,0,0,0.270112513371585,0,0.735535672827122,0.557162569991743,0.271909037063155,0,0.434,0.352498056093118,0.375,0,0.415,0.354,0,0,0,0,0,0,0.295110281468983,0,0.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46588664098136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEND6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768,0.764,0.734,0.448,0,0,0.729,0.64,0,0,0.624,0.426,0.755,0.764,0.756,0.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFYVE26,0,0,0.361,0,0.389,0,0,0,0.581405048949015,0.426034983947578,0,0,0.572469794780209,0,0.397,0.773611854036812,0.564079475268085,0.417999232037957,0,0,0.460330382975611,0,0.535897094404732,0,0,0,0.613697679941565,0,0,0,0,0,0,0,0.576241729826285,0.518472251055688,0,0,0,0,0,0,0.441113020340567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44279855703815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIK3CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622815238920418,0.375190719632586,0,0,0.499414904021668,0,0.709395498409217,0.467810080616693,0.726111314327807,0,0,0,0.493993926600983,0,0,0,0.730047917750027,0.250973894851136,0.854084042602732,0.787721328427018,0.671845244085143,0.463221546118452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378592310447381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944,0.854,0.534,0,0.509,0,0.509,0,1,0,0,0,0.326,0,0,0,0.597,0,1,0.923,0.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R26,0.394876032239863,0,0,0,0,0,0,0,0.648437539484268,0.298040859939827,0,0,0.663038808524707,0.382773645900145,0.860120551766122,0.901110858271968,0.766030422020037,0.530305020586521,0,0,0,0,0,0,0,0,0,0,0,0,0.369339241771823,0.374395688147775,0,0,0,0,0,0,0,0,0,0,0.895244814355352,0.470840874977439,0,0,0,0,0.425381734557895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCC8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6427914446872,0,0.600854473231862,0.910919065314355,0.970705994824871,0,0,0.855581884859621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404643267882688,0,0,0,0.469928603534341,0,0.577603469752454,0,0,0,0.404,0.445339710907673,0,0,0,0.404,0.468361166989496,0,0.417230352648243,0,0.404,0
TSPAN2,0,0,0.375,0,0,0,0,0,0.314,0,0,0,0.348,0,0.501,0.311,0.356,0.612224570684686,0.484344455032855,0,0.381,0,0.489173327434204,0,0,0,0.657685874877397,0,0,0,0.321,0,0.536,0.51,0.486,0.457317001859504,0,0,0,0,0,0,0.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362230915268714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL157778.1,0,0,0.302687122730907,0,0.388,0,0,0,0,0,0,0,0,0,0.491,0.443,0.310777702640966,0,0.364,0,0.559,0.338,0.658,0.354,0,0,0.327833856619619,0,0,0,0.449,0.2674658130692,0.701,0.582,0.59,0.320102805987546,0,0,0,0,0,0,0,0,0,0,0,0,0.497372666391837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPS13A,0,0,0,0,0,0,0,0,0.285247534009291,0,0,0,0.313378593707259,0,0.416,0.321,0.428946859093148,0,0.423360460264915,0.263862025482527,0.516555465806856,0.398949514760639,0.479075355986064,0.255451057733927,0,0,0.434330573284917,0,0,0,0.500801098638941,0.278558246310638,0.575502102186473,0.529140190866627,0.521464332610827,0.385856344103619,0,0,0,0,0,0,0.30376210021577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264336613210067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARCHF8,0.402886945477195,0,0.326,0,0.494,0.382718487337135,0,0,0.318654027522271,0,0,0,0,0,0.414,0.372751337775186,0.267886142277696,0,0.313401878933221,0.301,0.481,0.259037065112425,0.591,0.46,0,0,0.31598334387773,0.255605530660721,0,0,0.414,0,0.522,0.313,0.383023289843835,0,0,0,0,0,0,0,0.294898644167267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO5A,0.324,0,0,0,0.518,0.277744270888149,0,0,0,0,0,0,0,0,0.56,0,0,0,0.75036020595871,0.549855738856817,0.715125754671594,0.515147394783429,0.318948581358705,0.795011001415797,0,0,0.553114200037044,0,0,0,0.469157635397382,0,0.670932996382837,0.286434145639382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27200776806394,0,0,0,0.288222246792965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TANK,0,0,0,0,0,0,0,0,0.580223546541573,0,0,0,0.536320348370356,0,0.989295059153142,0.96050271440021,0.666103823901697,0,0,0,0.300642465277494,0,0,0,0,0,0.686762925032882,0,0,0,0.629324962133227,0,0.956508224804925,0.894350432050475,0.654198676817351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SORCS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516,0.338635256545652,0.749719983607155,0.632552010946932,0.737,0.568531987853071,0,0,0.529,0.469114322212152,0.500904995421023,0,0,0.655520742036637,0,0,0.822759945294903,0.653509055303182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589048293328703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPRIN2,0,0,0.313,0,0,0,0,0,0,0,0,0,0,0,0.674,0.4,0.314782619434272,0,0,0,0.719066221397435,0,0.743652462412427,0,0,0,0.57791769808598,0,0,0,0.769890292371685,0,0.831026175977378,0.748120187684953,0.82781017423384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504322941334276,0,0.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP57,0,0,0,0,0.376,0,0,0,0,0,0,0,0,0,0.379318106254951,0,0,0,0.467,0.719,0.487,0.369618487017113,0.39,0.489,0.286818406439172,0,0.87,0,0,0,0.872,0,0.374,0.844,0.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERCC6L2,0,0,0.54,0.340260888830518,0,0,0,0,0.320236138159399,0,0,0,0.501,0,0.361,0,0,0,0.356919083144313,0,0.943,0.721,0.529,0,0,0,0.533,0.285077342230314,0,0,0.873,0.58,0.441,0,0.386599410155085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483,0.313,0.595,0.595,0.579,0.417,0,0,0.52,0.439,0.418,0,0.595,0.581,0.574,0.46,0.477,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0,0,0,0,0,0,0,0
SYN3,0,0,0.867112599827942,0,0,0,0,0,0.653200937456404,0,0,0,0,0,0.972073151478558,0.878160190631153,0.749966814059128,0,0.250415237425114,0,0.532108216151112,0,0.539862413837049,0,0,0,0.267596162679134,0,0,0,0.333166783749731,0,0.439466763202419,0.453420836741595,0.385462788654262,0.328538815227284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FES,0.558076849599827,0,0.685710208592779,0,0.726112160407373,0,0,0,0.54181124731466,0.444042066234604,0,0,0.538661810420384,0.617727468583448,0,0.615644803277425,0.622827108326006,0.555268549013446,0,0,0,0,0,0,0,0,0,0,0,0,0.615414415541053,0.61615958387707,0,0,0,0,0,0,0,0,0,0,0.498012774850725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERC1,0,0,0,0.2934198512062,0.432097734565969,0,0,0,0.387023373209051,0,0,0,0,0,0.699636859570246,0.546973049668422,0.419859607822755,0,0.379357884945027,0.327479168902226,0.332956521835694,0,0.709329451614905,0,0,0,0.51585020500435,0,0,0,0,0,0.823926077420256,0.682252259539493,0.639431909224464,0.408165870520783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972184261700427,0.656014416104383,0,0,0,0,0.534466066648196,0,0.679047648605982,0,0,0,0.732176074000432,0,0,0,0.833409410332612,0,0.981720545652812,0.853507565543214,0.886127610297524,0.460894441622561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM23,0.311,0,0.393,0,0.775,0.342,0,0,0.279097077759351,0,0,0,0,0,0.464,0.268722162713164,0,0,0.465371658752787,0.437008929708809,0.304,0.423993489485846,0.306,0.436444281846703,0,0,0.492482414187739,0,0,0,0,0,0.445142248958654,0.456530624807698,0.389941657897589,0,0,0,0,0,0.308417272889516,0,0,0,0,0,0,0,0,0,0,0,0.286855221492736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLCH1,0.558793741350929,0.408165691084464,0.385442111533949,0.385210535196858,0.676125381084379,0.539983775264034,0,0,0.422243922209546,0,0.382720329543449,0,0.348119208033637,0,0.574342112817582,0.543953780902737,0.390566967976673,0.284578420110731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423948108244463,0,0,0,0.33278551968765,0,0,0,0,0,0.359961273849458,0,0,0,0,0,0.562070786970287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWDE,0.538482208058649,0.400826243397442,0.758586219502187,0,0.944509107686563,0.620737778034012,0,0,0.277809542683226,0,0,0,0.664601875880733,0.438002712023281,0.423,0.398,0.850229605770069,0.383465000592295,0,0,0,0,0,0,0,0,0,0,0,0,0.431203639649779,0.432703964619656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIAPH3,0.934988284131375,0.568107324360291,0.971000246227356,0.454121483076149,0.970989515140532,0.940763788892159,0,0,0,0,0,0,0.522011791389553,0,0.876548021268335,0.8251374115176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484541081766475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605714352520161,0.483343686749566,0.630522232082186,0.443440224238012,0.726880553950991,0.648971878077605,0,0,0.454678047869377,0,0,0,0.435678635848187,0,0.533238679963173,0.339134765692537,0.313547492064691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344086680810819,0,0,0,0.391197573359925,0,0.274501739371711,0,0.272679963086025,0,0,0,0,0,0,0,0.257024050064666,0,0.3911116058298,0,0,0
PCM1,0,0,0.271004043665534,0,0.292689001992629,0,0,0,0,0,0,0,0,0,0.354,0.327,0.362745495415014,0,0.701619311907012,0,0.274578117016608,0,0.900172350008592,0.761689957597661,0,0,0.545622347479452,0,0,0,0.684386026512545,0,0,0.770766604164657,0.749470780533888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476007141448156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNOT1,0.361,0,0.439,0,0.534,0.383,0,0,0.261618717181477,0,0,0,0,0,0.436,0.312,0,0,0.402,0.322,0.421,0.362,0.468,0.421,0,0,0.377,0,0,0,0.329,0,0.409,0.342,0.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269825955757748,0,0.251688030953671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR37,0,0,0.430520096419119,0,0,0,0,0,0,0,0,0,0,0,0.586587580133656,0.637125653821638,0,0,0.363,0,0.532,0.36,0.481,0,0,0,0.33,0,0,0,0.508,0,0.824,0.649,0.57,0.368,0,0,0,0,0,0,0.400200267512731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387,0,0.849,0.705,0.849,0.313,0,0,0.498,0.379,0.396,0,0.825,0.511,0.771,0.48,0.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC022433.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813696763480074,0.642100438342297,0.486347117252592,0.480400768266762,0.625700691139541,0.651737311370307,0.436219169812284,0,0.57370005061213,0.25977129888105,0,0,0.575423042183602,0,0.414515937906928,0.530901994910642,0.445210579437004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454929881189475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP300,0.281331481575966,0,0.292990764179874,0,0.506426544503891,0.297681813929107,0,0,0.25522684825788,0,0,0,0,0,0.627887537135098,0.508027449757846,0.304089073298962,0,0.393549935739034,0,0.437416660029494,0,0.682776952622074,0.454004623314136,0,0,0.286678296294786,0,0,0,0.368436133223537,0,0.689800454493685,0.532292018577675,0.438782859800276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL6ST,0.428970382030265,0,0.68116096573885,0,0.532,0.426655028597535,0,0,0,0,0,0,0,0,0.334,0.435816826639547,0,0,0.488,0.398190249078377,0.417,0,0.472,0.646,0,0,0.410600455330282,0,0,0,0.344879203567453,0,0.616,0.436666400794478,0.254709524184703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCOA6,0.352,0,0.435,0,0.43,0.37,0,0,0,0,0,0,0.305,0,0.824,0.754,0.478,0,0,0,0.780507231049978,0,0.825924546228939,0.265064196914246,0,0,0.287074339615022,0,0,0,0,0,0.676860273048346,0,0.523207577794151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIK3R1,0,0,0,0,0.504379588905763,0,0,0,0,0,0,0,0,0,0.765066853749387,0.47743368846294,0,0,0.363313754896701,0.276393766501204,0.422725562732689,0.2964215652205,0.600115141472377,0.377463795696008,0,0,0.27805775838181,0,0,0,0.394905123701653,0,0.839298111840974,0.602947130576616,0.440331604620209,0.378606613122223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279449463197711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACADM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,0.389,0.45,0.365,0.507,0.439,0,0,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677,0,0.447464854377856,0,0,0,0,0,0,0,0.622,0.635700917328606,0.466635110591113,0,0.459262040775928,0,0.528555287079889,0,0,0,0.441868864321924,0
GLRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596,0.509,0.606,0.586,0.599,0.603,0,0,0.558,0,0,0,0.595,0,0.737,0.584,0.58,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275921835052639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKS3,0.331,0,0,0,0.305,0,0,0,0,0,0,0,0,0,0.269980300930607,0,0,0,0,0,0,0,0.534138154643407,0.413,0,0,0,0,0,0,0.325,0,0.581489867464142,0,0.403959150903064,0,0,0,0,0,0.506316416087782,0,0,0,0.403282835853236,0,0.411826493673335,0,0,0,0,0,0,0,0,0,0.389558673128316,0,0.548697233039935,0,0,0,0.443948719249712,0,0,0,0,0,0,0,0.400880054711721,0,0,0,0.489764412039059,0,0.486307162671997,0,0,0
FBL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491687553512618,0.342735065838276,0.560280654874668,0.322659529045513,0.620311416397378,0.586930082893478,0.265193360111587,0.259467685317266,0.321992452828075,0,0.334671389125953,0,0.367265341221534,0.267041612207387,0.489173952345588,0.417311746233201,0.362414911138452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288265313854556,0,0,0.268101555490409,0,0,0,0.266755999795054,0,0,0,0,0,0,0,0,0,0.350862583777817,0,0,0
MSL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358,0.358,0,0.358,0,0.358,0.358,0,0,0.358,0.358,0,0.358,0,0.358,0,0.358,0.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448,0,0.342,0,0.364,0,0.387,0.309,0,0,0.355,0,0,0.382,0.31,0,0.32,0,0,0,0,0
PEPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503,0,1,0.493,0.877,0.439,0,0,0.342,0,0,0,0.622,0,0.504,0.748,0.587,0.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALNT11,0,0,0,0,0.561,0,0,0,0,0,0,0,0,0,0.476,0,0,0,0,0,0.878211556219906,0.846888440016176,0.598894826129286,0,0,0,0.607379339334511,0,0,0,0,0,0.875297823040005,0.82996011008113,0.875483562130681,0.553294532847826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
