"","dPSI_iPSC_2060884.3700nM"
"NPIPA1",0.287463384881984
"DELE1",0.287440706202337
"NR4A1",0.28669039559477
"PIEZO1",0.286051332268309
"ELOVL6",0.285995701448063
"TBC1D17",0.285793622095676
"ZNF213",0.284219536809145
"LDB2",0.283962144599674
"UNK",0.282999988695175
"LINC01278",0.282663666475085
"CGNL1",0.282604994612172
"EDIL3",0.282314162946341
"BPHL",0.282126479786825
"FBXO10",0.281078307725317
"AHCYL1",0.28104782624429
"URGCP",0.280631932038952
"ERG",0.280400695851466
"KMT2D",0.280142826974942
"ADGRG2",0.27989285303846
"CBARP",0.279351928287417
"B4GALT2",0.279270660086394
"TMEM128",0.278656781113426
"STEAP1B",0.278632008680611
"TRMT11",0.278306002064046
"BABAM2",0.278237634045359
"GEMIN8",0.27822024179189
"LARP6",0.277771984615295
"HNRNPH3",0.277489489161028
"RNF150",0.277476045825915
"CLIP1",0.277181895326464
"CDCA7",0.276854710609335
"C9orf78",0.276805372272167
"OPA1",0.276799668212565
"BCL7A",0.276732634368131
"KLHDC10",0.275388758799708
"AC138969.1",0.275272782306592
"ST3GAL6",0.275067138718552
"ASH2L",0.274970375765397
"SLC20A2",0.274964219178623
"EFEMP1",0.274862196502003
"NT5DC2",0.274313785027095
"CRACD",0.274133043713603
"BIN1",0.273996593463547
"UTY",0.273661813138524
"MICALL1",0.272252306917081
"TRAPPC11",0.271780536382721
"NIN",0.271712851794469
"ZBTB38",0.271336570380391
"TTC19",0.27114630765986
"SCN8A",0.270146115382237
"STX18-AS1",0.270140820889005
"TMTC3",0.270074741211702
"INPP4A",0.269997895553571
"APC",0.269506350188009
"AP002026.1",0.269466753160329
"PHLDB2",0.269462221620006
"MDM2",0.269312480467676
"RMST",0.269140419405665
"AC010642.2",0.268904097004638
"OPN3",0.268244854013281
"TBC1D1",0.26812354736751
"MAPRE3",0.26710856224394
"ANO1",0.266702037107927
"TSC22D3",0.266566577945681
"DTX1",0.266025773538284
"AKAP13",0.264661679136633
"TTLL5",0.264494066632229
"MFSD14C",0.264026486862154
"SNX21",0.263934114222535
"ZNF131",0.263815350270019
"SHLD1",0.263619955080481
"DEXI",0.263118589321732
"OXR1",0.263008021414883
"FIGN",0.262786692869214
"HSD17B4",0.262727383871803
"OCRL",0.262651673636327
"TSPAN14",0.262440556536746
"CEBPZOS",0.262192941483624
"CHRNB1",0.262156426102446
"CCDC136",0.262083604114976
"VAMP3",0.262052808063554
"POMT1",0.261835727179442
"SH3D19",0.260737602018417
"SCAMP5",0.260693547759442
"CLASP1",0.260492838037143
"CHST9",0.259058638535346
"IGF2R",0.258865767517854
"AGAP5",0.258785170630964
"COL5A2",0.258552021361016
"PSTK",0.258158867587986
"DOCK9",0.257673307543718
"CELF2",0.257539097892729
"ZNF589",0.256937036934046
"CRAMP1",0.256584271816625
"NUDT1",0.256563871823471
"ZNF84",0.256474574109435
"AKAP7",0.256250281103796
"PCBP1-AS1",0.256150545965808
"STAG3L3",0.256114027686806
"DBNDD2",0.255731694593231
"ZNF319",0.255347307263856
"UGGT1",0.254980077965038
"PLEKHA4",0.254565048651821
"GAS2L3",0.254507858720744
"SBDSP1",0.254466718712037
"CEP57L1",0.253856136369262
"KDM1A",0.253204721912936
"LIMS1",0.253019425440673
"BHLHB9",0.252997205452235
"RPL23AP82",0.252702368577101
"MTHFSD",0.252509955086338
"RAPH1",0.252134225977328
"FAM156A",0.252111903809876
"ADGRB2",0.251918406993711
"SUGT1",0.251755375118003
"ZDBF2",0.251597590896315
"GRN",0.251377446787903
"NBPF11",0.251275333710592
"NR1H3",0.250970333227111
"UBE2J2",0.250839528865651
"LUC7L3",0.250789608790856
"ZNF837",0.250778748299567
"SPTLC1",0.250703087926262
"FLAD1",0.25035394259713
