"","x","dPSI_iPSC_1755497_3x","x","dPSI_iPSC_1949634_3x","x","dPSI_iPSC_2006152_3x","x","dPSI_iPSC_2059811_3x","x","dPSI_iPSC_2060573_3x","x","dPSI_iPSC_2060884_3x","x","dPSI_iPSC_2070692_3x","x","dPSI_iPSC_2135644_3x","x","dPSI_iPSC_2136770_3x","x","dPSI_NGN2_1755497_3x","x","dPSI_NGN2_1949634_3x","x","dPSI_NGN2_2006152_3x","x","dPSI_NGN2_2059811_3xM","x","dPSI_NGN2_2060573_3x","x","dPSI_NGN2_2060884_3x","x","dPSI_NGN2_2070692_3x","x","dPSI_NGN2_2135644_3x","x","dPSI_NGN2_2136770_3x"
"194",NA,NA,"LTBP1",0.571216225869413,NA,NA,NA,NA,NA,NA,"NR2F1-AS1",0.43085793998139,NA,NA,NA,NA,NA,NA,NA,NA,"GRIA1",0.657761707207802,NA,NA,"PEPD",0.409,"FNIP2",0.47576573489945,"TMX3",0.624719269311786,"WSB1",0.524,"STOX2",0.308225384237584,"ANXA6",0.334738749401414
"195",NA,NA,"TENT2",0.567590518980941,NA,NA,NA,NA,NA,NA,"SREBF1",0.430664665653419,NA,NA,NA,NA,NA,NA,NA,NA,"NLGN1",0.653230562119947,NA,NA,"SLC7A6",0.409,"NR1H3",0.475071478561152,"FAM174A",0.619,"URGCP-MRPS24",0.523463042651883,"ERVK13-1",0.308,"C14orf132",0.333
"196",NA,NA,"FGF12",0.566783153779983,NA,NA,NA,NA,NA,NA,"LRIG2",0.427409845583035,NA,NA,NA,NA,NA,NA,NA,NA,"PPIL3",0.652425583299282,NA,NA,"ERC1",0.408165870520783,"PRICKLE1",0.472176069166137,"RERE",0.613838707497353,"DDX42",0.523196024637937,"LUC7L3",0.305687962014217,"CPLX2",0.329564143889894
"197",NA,NA,"BX470111.1",0.566698429000275,NA,NA,NA,NA,NA,NA,"IL6ST",0.426655028597535,NA,NA,NA,NA,NA,NA,NA,NA,"FAIM",0.650700911209702,NA,NA,"MORN1",0.404157103766172,"HSD17B4",0.469829859148736,"PGGT1B",0.613827813828595,"ANXA6",0.521,"FUS",0.305,"DDX50",0.327967390465983
"198",NA,NA,"NUTM2B-AS1",0.566065211351949,NA,NA,NA,NA,NA,NA,"PPP3CA",0.426045960281924,NA,NA,NA,NA,NA,NA,NA,NA,"RAPGEF1",0.649,NA,NA,"ABHD10",0.403458991857741,"ZMIZ2",0.466,"NCOR1",0.613,"BLMH",0.519037232187209,"SCO1",0.304,"SNHG17",0.327
"199",NA,NA,"GULP1",0.562489414836289,NA,NA,NA,NA,NA,NA,"APTX",0.426,NA,NA,NA,NA,NA,NA,NA,NA,"WDR37",0.649,NA,NA,"HAUS3",0.402822180241292,"SCLY",0.463,"CEP170",0.609,"TENT2",0.517747558798175,"UBAP2L",0.30301658491606,"EXTL2",0.326731797972685
"200",NA,NA,"LHFPL2",0.5601448988782,NA,NA,NA,NA,NA,NA,"ZNF226",0.42573014464534,NA,NA,NA,NA,NA,NA,NA,NA,"CSMD1",0.647639698097381,NA,NA,"CLN3",0.402,"SLC7A6",0.462,"NSUN4",0.607924749815373,"FAAP20",0.516,"DECR2",0.302218473521634,"STRN3",0.326
"201",NA,NA,"TRDN",0.559626465249484,NA,NA,NA,NA,NA,NA,"ZNF783",0.425517200312445,NA,NA,NA,NA,NA,NA,NA,NA,"ADGRL1",0.646627274115823,NA,NA,"COPS5",0.401224259338315,"LINC01011",0.458514074648636,"HOMER2",0.607369236032629,"ARHGAP5",0.515837192848945,"REPS1",0.301,"MRPL22",0.325
"202",NA,NA,"SETDB2",0.557162569991743,NA,NA,NA,NA,NA,NA,"TRIM4",0.42502499255962,NA,NA,NA,NA,NA,NA,NA,NA,"TXNL4B",0.646622824394649,NA,NA,"NAPA",0.401,"DNAJA4",0.457917741197445,"RICTOR",0.60421207788143,"MYO5A",0.515147394783429,"MYCBP2",0.3,"NUP58",0.325
"203",NA,NA,"ARHGEF10L",0.55591437874336,NA,NA,NA,NA,NA,NA,"KIF21A",0.42448954659681,NA,NA,NA,NA,NA,NA,NA,NA,"TMEM117",0.644097270244794,NA,NA,"FER",0.400965644409414,"RPF2",0.457704989035572,"GLRB",0.603,"FBXO10",0.514947621203824,"TAF5L",0.298558129103148,"FAM161A",0.31934706288053
"204",NA,NA,"RPGR",0.555,NA,NA,NA,NA,NA,NA,"EXOSC10",0.424,NA,NA,NA,NA,NA,NA,NA,NA,"ZMIZ2",0.642,NA,NA,"DYRK1A",0.4,"UNC80",0.456444915263067,"RAPGEF1",0.602,"HIKESHI",0.512,"LINC01011",0.298070601214709,"MDN1",0.317743213643148
"205",NA,NA,"AC013717.1",0.554515841722152,NA,NA,NA,NA,NA,NA,"OCLN",0.423439814671614,NA,NA,NA,NA,NA,NA,NA,NA,"DDX50",0.641677012436509,NA,NA,"AKAP9",0.397601267054253,"PRKY",0.45568560551073,"JAZF1",0.599203707712847,"MYT1L",0.511535406512746,"TET1",0.297278073211675,"MATK",0.316722878009609
"206",NA,NA,"SCLT1",0.554,NA,NA,NA,NA,NA,NA,"POLDIP3",0.423,NA,NA,NA,NA,NA,NA,NA,NA,"IGSF3",0.640860348435204,NA,NA,"VPS29",0.395214007423993,"NELFA",0.455017363866043,"SLC38A1",0.595395140623614,"PCDH9",0.510111437115917,"PRPF39",0.297202566328507,"LNPK",0.314571264732269
"207",NA,NA,"NUMB",0.553,NA,NA,NA,NA,NA,NA,"AFMID",0.422,NA,NA,NA,NA,NA,NA,NA,NA,"PGGT1B",0.640514959611023,NA,NA,"PDS5B",0.393881224292059,"SPRYD7",0.454457334438535,"ELMO2",0.594,"NR1H3",0.508827878015367,"CIPC",0.294884606823748,"CEP295",0.314461666509571
"208",NA,NA,"PPIP5K2",0.55,NA,NA,NA,NA,NA,NA,"TET1",0.420316258394457,NA,NA,NA,NA,NA,NA,NA,NA,"BTBD10",0.64025522176944,NA,NA,"WASHC4",0.387564762308766,"DENND5A",0.454,"ASCC3",0.58979455978263,"MTMR1",0.507119723802444,"ERCC6L2",0.285077342230314,"SF3B1",0.314
"209",NA,NA,"RPA1",0.549921578805602,NA,NA,NA,NA,NA,NA,"TLN2",0.419833180535034,NA,NA,NA,NA,NA,NA,NA,NA,"MFF",0.64,NA,NA,"VPS13A",0.385856344103619,"AP004608.1",0.453,"RAB2B",0.589208267752684,"ANKS1B",0.507074831345888,"BECN1",0.281373560093816,"GGCT",0.313
"210",NA,NA,"SNX4",0.549005079987082,NA,NA,NA,NA,NA,NA,"KCNT2",0.419707360035811,NA,NA,NA,NA,NA,NA,NA,NA,"RARS2",0.639588535953557,NA,NA,"BLMH",0.385297047090553,"WFDC2",0.449674473170125,"FBL",0.586930082893478,"EWSR1",0.507,"CPLX2",0.277524256269628,"RAB2B",0.312860911996581
"211",NA,NA,"PPM1B",0.547568698918766,NA,NA,NA,NA,NA,NA,"CMTM8",0.418424290616435,NA,NA,NA,NA,NA,NA,NA,NA,"PRPF39",0.63860101613538,NA,NA,"CHORDC1",0.385,"MUTYH",0.449220152897676,"PLCH2",0.586294776338205,"CYTH2",0.506,"FCHO1",0.276341475447526,"SAR1A",0.31279853164713
"212",NA,NA,"ERC1",0.546973049668422,NA,NA,NA,NA,NA,NA,"MLH3",0.416,NA,NA,NA,NA,NA,NA,NA,NA,"NT5C3A",0.635563565714205,NA,NA,"TP53INP1",0.384689783112626,"CPLANE1",0.445942193038587,"CDR2L",0.585761738763015,"LMF1",0.504119228327567,"RBCK1",0.273760281013687,"SUZ12P1",0.309
"213",NA,NA,"BECN1",0.546278086553978,NA,NA,NA,NA,NA,NA,"RGS3",0.415752214437283,NA,NA,NA,NA,NA,NA,NA,NA,"LRRC27",0.634396976548907,NA,NA,"CDH18",0.381680908519862,"MTERF3",0.442967806695349,"CEP85L",0.581997384284826,"AC078845.1",0.501913982837297,"AKAP9",0.271020122802821,"SPRYD7",0.307848351844093
"214",NA,NA,"ACVR1B",0.546,NA,NA,NA,NA,NA,NA,"FAM174A",0.415,NA,NA,NA,NA,NA,NA,NA,NA,"ELMO2",0.632,NA,NA,"PIK3R1",0.378606613122223,"SERGEF",0.442,"DIPK1A",0.58051290972159,"HPS5",0.498924664642055,"CHN2",0.270768158865744,"EFHC1",0.306
"215",NA,NA,"PITPNB",0.544281820228186,NA,NA,NA,NA,NA,NA,"MIA-RAB4B",0.415,NA,NA,NA,NA,NA,NA,NA,NA,"OXCT1",0.629786415950174,NA,NA,"MAN1A2",0.377955284490823,"SREK1",0.442,"EWSR1",0.575,"CHROMR",0.494,"SF3B3",0.270662311616027,"CSTF3",0.304311407485476
"216",NA,NA,"PLCH1",0.543953780902737,NA,NA,NA,NA,NA,NA,"OCLNP1",0.414723435510213,NA,NA,NA,NA,NA,NA,NA,NA,"LINGO2",0.625675938118163,NA,NA,"PRUNE2",0.377,"RARS1",0.441735163433904,"RNF144A",0.574998912079107,"PEPD",0.493,"EPM2A",0.269322273795068,"KLHL4",0.304
"217",NA,NA,"EP400",0.54,NA,NA,NA,NA,NA,NA,"CEP72",0.414698644310262,NA,NA,NA,NA,NA,NA,NA,NA,"SF3B3",0.625508550229678,NA,NA,"SETX",0.376961433553329,"RAB2B",0.440689470769006,"LRBA",0.574512563315332,"SMC5",0.491002190076436,"TNPO3",0.268365378212758,"LARS1",0.304
"218",NA,NA,"MAN1B1",0.54,NA,NA,NA,NA,NA,NA,"RFESD",0.414328802769105,NA,NA,NA,NA,NA,NA,NA,NA,"SPOPL",0.623810495329606,NA,NA,"TPGS2",0.376,"AL157871.6",0.44039580459276,"AC068205.2",0.573704488743034,"AC114316.1",0.4889473294216,"SUPT20H",0.265183781926984,"TP53INP1",0.304
"219",NA,NA,"GPATCH2L",0.538333516380282,NA,NA,NA,NA,NA,NA,"XPO1",0.414,NA,NA,NA,NA,NA,NA,NA,NA,"ALG8",0.617366549445368,NA,NA,"CEP164",0.375,"SNHG15",0.439,"AP003108.2",0.572159685544025,"RNF144A",0.488464566369284,"DCAF17",0.264798679065553,"COG3",0.303411490075196
"220",NA,NA,"DARS1",0.538310488704126,NA,NA,NA,NA,NA,NA,"RELB",0.413980702134295,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF138",0.61,NA,NA,"SKP1",0.373,"RAD21",0.438491993837252,"DPYSL5",0.570530755633808,"TARBP1",0.481,"SSBP1",0.263938371304821,"WNK3",0.302904080364896
"221",NA,NA,"CREBBP",0.538,NA,NA,NA,NA,NA,NA,"ZNF211",0.413849151353349,NA,NA,NA,NA,NA,NA,NA,NA,"GBAP1",0.609,NA,NA,"SSR1",0.37154718690957,"PGS1",0.438314328827611,"PABPC1",0.57,"AC022433.1",0.480400768266762,"AC022433.1",0.25977129888105,"NR6A1",0.30257808658304
"222",NA,NA,"TSPOAP1",0.537,NA,NA,NA,NA,NA,NA,"RAN",0.413,NA,NA,NA,NA,NA,NA,NA,NA,"PCLO",0.607828155683006,NA,NA,"CHROMR",0.371,"MANEA",0.437754381685299,"HSD17B12",0.56979039033817,"UNC80",0.480126423749549,"IFT57",0.257895063881967,"CLK4",0.3
"223",NA,NA,"ZRANB3",0.536408028725435,NA,NA,NA,NA,NA,NA,"LTBP4",0.412,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF10",0.607466502109902,NA,NA,"NLGN1",0.370375137372479,"ADAM23",0.437008929708809,"PTPRD",0.569741649114734,"RARS1",0.478801723740957,"MARCHF8",0.255605530660721,"UBAP2L",0.294137481133822
"224",NA,NA,"PAOX",0.536114803754755,NA,NA,NA,NA,NA,NA,"PLEKHG2",0.412,NA,NA,NA,NA,NA,NA,NA,NA,"MRTFB",0.607196376969415,NA,NA,"CHD9",0.37,"NAALAD2",0.43584675442493,"SEPTIN2",0.568699999503051,"AC010538.1",0.478088226259936,"NR6A1",0.254463836421754,"OSBPL5",0.29373813037138
"225",NA,NA,"NPEPPS",0.536,NA,NA,NA,NA,NA,NA,"FGFR2",0.411677159759242,NA,NA,NA,NA,NA,NA,NA,NA,"AKAP7",0.606505319147767,NA,NA,"OTUD7A",0.368766518009786,"PHACTR1",0.433232146887003,"SORCS1",0.568531987853071,"PABPC1",0.478,"FAM174C",0.254413038891892,"MAP6",0.287741038763633
"226",NA,NA,"CDC40",0.535728616359833,NA,NA,NA,NA,NA,NA,"MFF",0.411321398030752,NA,NA,NA,NA,NA,NA,NA,NA,"SGK1",0.604563117126573,NA,NA,"WDR37",0.368,"SH3YL1",0.433,"ERBIN",0.566151838186117,"PROSER3",0.476218063742643,"DOCK3",0.254358446568241,"VPS13A",0.278558246310638
"227",NA,NA,"PRPF39",0.534401276381911,NA,NA,NA,NA,NA,NA,"CEP162",0.409272824464009,NA,NA,NA,NA,NA,NA,NA,NA,"CNNM2",0.603162328846035,NA,NA,"MLLT10",0.367586247294228,"CDR2L",0.43044600358196,"AVL9",0.56544826845068,"LUC7L3",0.473944320397431,"MRPL39",0.253636217707146,"P4HA2",0.274307889977757
"228",NA,NA,"NUP58",0.534,NA,NA,NA,NA,NA,NA,"GK5",0.40808055051519,NA,NA,NA,NA,NA,NA,NA,NA,"PIK3R1",0.602947130576616,NA,NA,"CLTC",0.367243046203837,"AC138894.1",0.43,"MAN1A2",0.563840528980791,"AC092614.1",0.473372869422814,"SLC41A3",0.251121443022511,"DOCK3",0.272791420643846
"229",NA,NA,"SUN1",0.532,NA,NA,NA,NA,NA,NA,"ANK2",0.407972819908125,NA,NA,NA,NA,NA,NA,NA,NA,"LMAN2L",0.599,NA,NA,"FAM161A",0.364229038433204,"CLN3",0.43,"DNTTIP1",0.563318398270841,"ELMO2",0.473,NA,NA,"LUC7L3",0.268634129951649
"230",NA,NA,"FAIM",0.524774968705893,NA,NA,NA,NA,NA,NA,"SKP1",0.407039561831939,NA,NA,NA,NA,NA,NA,NA,NA,"FUCA1",0.597619813575553,NA,NA,"ADAM17",0.363,"ATG4A",0.429,"CSMD1",0.560743780676935,"HLTF",0.473,NA,NA,"AL157778.1",0.2674658130692
"231",NA,NA,"IGDCC4",0.524489032845455,NA,NA,NA,NA,NA,NA,"ZBTB34",0.406496587867603,NA,NA,NA,NA,NA,NA,NA,NA,"BICD1",0.596391355488048,NA,NA,"PDXDC1",0.363,"LINGO2",0.42728530043364,"LNPK",0.56,"PHACTR1",0.472486513402993,NA,NA,"FBL",0.267041612207387
"232",NA,NA,"FGFR2",0.524216433899741,NA,NA,NA,NA,NA,NA,"SF3B1",0.406,NA,NA,NA,NA,NA,NA,NA,NA,"HOMER2",0.595004658686715,NA,NA,"KCNT2",0.36,"EIF2D",0.424,"SLC7A6",0.56,"SKP1",0.472,NA,NA,"ULK1",0.265150414684369
"233",NA,NA,"LRIG2",0.523750674556012,NA,NA,NA,NA,NA,NA,"ZKSCAN7",0.406,NA,NA,NA,NA,NA,NA,NA,NA,"LINC00467",0.594538663556119,NA,NA,"WNK3",0.35813245147711,"SLC35A5",0.420720030759812,"STXBP5L",0.558662840676109,"KLHL1",0.468255344198136,NA,NA,"CLTC",0.264319570887232
"234",NA,NA,"STRN",0.523318388675875,NA,NA,NA,NA,NA,NA,"DMPK",0.405523094909866,NA,NA,NA,NA,NA,NA,NA,NA,"NUTM2A-AS1",0.592,NA,NA,"MSL3",0.358,"LIPM",0.419503139840814,"URGCP",0.558445357539594,"PIK3CD",0.467810080616693,NA,NA,"NFKB1",0.263712327743639
"235",NA,NA,"VPS13C",0.523020658552762,NA,NA,NA,NA,NA,NA,"DDX42",0.405244217168166,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF280D",0.591302238833474,NA,NA,"ANKRD13C",0.355434946272693,"P4HA2",0.417168994130747,"MELTF",0.55835208515614,"CDH18",0.466507558899835,NA,NA,"CTNS",0.262388160776889
"236",NA,NA,"DHRS1",0.522258302097996,NA,NA,NA,NA,NA,NA,"PHIP",0.405000598406671,NA,NA,NA,NA,NA,NA,NA,NA,"RAB8B",0.59125021990421,NA,NA,"MFF",0.353,"TARBP1",0.416642094049006,"XRN2",0.557082698049631,"CDCA4",0.466375687057022,NA,NA,"PHACTR1",0.261162697858276
"237",NA,NA,"RARS2",0.517,NA,NA,NA,NA,NA,NA,"RPGR",0.405,NA,NA,NA,NA,NA,NA,NA,NA,"AC010538.1",0.590318228893109,NA,NA,"TRAPPC13",0.353,"PLXNB1",0.416583544222269,"GARS1-DT",0.556547097875104,"ORAI3",0.465117582952497,NA,NA,"AKAP9",0.259906047578748
"238",NA,NA,"HERC2P2",0.515462516507309,NA,NA,NA,NA,NA,NA,"ZFAND1",0.405,NA,NA,NA,NA,NA,NA,NA,NA,"SLC9A8",0.590018021570802,NA,NA,"KLHL4",0.352,"BRWD3",0.416411935501186,"ASNS",0.555048706972026,"CDC40",0.465,NA,NA,"BICRA",0.258087572863101
"239",NA,NA,"ATXN2",0.515,NA,NA,NA,NA,NA,NA,"TCF4",0.404342104932237,NA,NA,NA,NA,NA,NA,NA,NA,"EXTL2",0.584983605360717,NA,NA,"ULK1",0.350112150205732,"MAN1A2",0.414136377361193,"SNX24",0.551884761942566,"ZNF138",0.46428597329307,NA,NA,"WASHC4",0.255012578809221
"240",NA,NA,"DLGAP4",0.514,NA,NA,NA,NA,NA,NA,"MDN1",0.40269783494163,NA,NA,NA,NA,NA,NA,NA,NA,"GLRB",0.584,NA,NA,"MMS19",0.346718116421701,"LUC7L3",0.408581933369039,"PBX3",0.551176381826731,"APBB2",0.461255288631393,NA,NA,"VSTM2L",0.254252104537505
"241",NA,NA,"ARMC4",0.51381716948608,NA,NA,NA,NA,NA,NA,"PLSCR3",0.402392077864964,NA,NA,NA,NA,NA,NA,NA,NA,"GAPVD1",0.582883296936869,NA,NA,"CCDC88A",0.346,"ARID1A",0.408456320230442,"LINGO2",0.550522540783416,"INVS",0.460190893453094,NA,NA,"ZNF777",0.25307237208199
"242",NA,NA,"CA5B",0.512274388816953,NA,NA,NA,NA,NA,NA,"CARD8",0.402,NA,NA,NA,NA,NA,NA,NA,NA,"AL157778.1",0.582,NA,NA,"FAAP20",0.346,"PRKDC",0.406446541605811,"HIKESHI",0.549,"YPEL5",0.459,NA,NA,"ERRFI1",0.252553850777688
"243",NA,NA,"ATPAF1",0.510611548461443,NA,NA,NA,NA,NA,NA,"NOP16",0.402,NA,NA,NA,NA,NA,NA,NA,NA,"DLGAP1",0.581572526159504,NA,NA,"SUPT20H",0.345,"MATK",0.405195182503729,"DECR2",0.548689355222235,"C19orf47",0.456042635433527,NA,NA,"IFT57",0.252321132120345
"244",NA,NA,"FNDC3A",0.510272864451,NA,NA,NA,NA,NA,NA,"SOBP",0.402,NA,NA,NA,NA,NA,NA,NA,NA,"SSBP1",0.581364493232913,NA,NA,"DENND5A",0.344,"ZNF266",0.405,"WDR27",0.546,"CDC42BPA",0.455,NA,NA,"PIK3CD",0.250973894851136
"245",NA,NA,"LINC00678",0.509674925255923,NA,NA,NA,NA,NA,NA,"TBRG1",0.401,NA,NA,NA,NA,NA,NA,NA,NA,"AIM2",0.57936524983641,NA,NA,"PARN",0.344,"CACNA1H",0.404,"STRN",0.545842722339342,"TOE1",0.453503614779323,NA,NA,"EDRF1",0.25035448483443
"246",NA,NA,"WDR19",0.509026391116118,NA,NA,NA,NA,NA,NA,"IRF7",0.397514837307714,NA,NA,NA,NA,NA,NA,NA,NA,"DYRK1A",0.579,NA,NA,"ZNF767P",0.343,"HIKESHI",0.404,"HSD17B4",0.542816976018295,"PSMA1",0.453077932710507,NA,NA,NA,NA
"247",NA,NA,"MADD",0.509,NA,NA,NA,NA,NA,NA,"TRIM16L",0.397,NA,NA,NA,NA,NA,NA,NA,NA,"PDXDC1",0.579,NA,NA,"VSTM2L",0.341850704023921,"APOE",0.403266307147069,"CNTN1",0.53844032546244,"TAF5L",0.452,NA,NA,NA,NA
"248",NA,NA,"EP300",0.508027449757846,NA,NA,NA,NA,NA,NA,"RCC1",0.396819460286904,NA,NA,NA,NA,NA,NA,NA,NA,"PXK",0.578324398810827,NA,NA,"EXOC6B",0.34,"SNAP23",0.402885100065766,"CD47",0.538164959379912,"TNFRSF25",0.451,NA,NA,NA,NA
"249",NA,NA,"SMC6",0.504,NA,NA,NA,NA,NA,NA,"NEURL4",0.396,NA,NA,NA,NA,NA,NA,NA,NA,"PPP6C",0.574644722907946,NA,NA,"LRRC37A4P",0.33611196855622,"SNX24",0.40273345478014,"WDR17",0.537,"VAV2",0.450569959339252,NA,NA,NA,NA
"250",NA,NA,"PPP4R4",0.502373479188451,NA,NA,NA,NA,NA,NA,"LPCAT4",0.395708384210298,NA,NA,NA,NA,NA,NA,NA,NA,"TTC7B",0.572135854542102,NA,NA,"TMEM131",0.332738065984433,"INO80",0.402712153726298,"RCC1",0.53639280241961,"TNRC6A",0.449202063788932,NA,NA,NA,NA
"251",NA,NA,"TAB3",0.502,NA,NA,NA,NA,NA,NA,"APIP",0.394911083244198,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF618",0.572,NA,NA,"TAF1",0.332291128358976,"ATG2B",0.402,"MYO6",0.534,"ZBTB41",0.443440224238012,NA,NA,NA,NA
"252",NA,NA,"TMEM18",0.502,NA,NA,NA,NA,NA,NA,"ADCY5",0.394,NA,NA,NA,NA,NA,NA,NA,NA,"TRIM27",0.571,NA,NA,"TRIM27",0.332,"CCT7",0.402,"WDR19",0.532813181068856,"ARMCX6",0.443,NA,NA,NA,NA
"253",NA,NA,"AC138932.1",0.501359447062682,NA,NA,NA,NA,NA,NA,"MRPL39",0.394,NA,NA,NA,NA,NA,NA,NA,NA,"FGF14",0.570612406591431,NA,NA,"TSPAN7",0.332,"SSBP1",0.402,"FCHO2",0.529634382651404,"FNBP4",0.442755764116002,NA,NA,NA,NA
"254",NA,NA,"ZNF417",0.500860193116329,NA,NA,NA,NA,NA,NA,"TJP2",0.393787115889978,NA,NA,NA,NA,NA,NA,NA,NA,"ATXN1",0.570062066465888,NA,NA,"RBCK1",0.33066197860318,"TASP1",0.401898986368455,"RAP1A",0.527,"DECR2",0.441391804142243,NA,NA,NA,NA
"255",NA,NA,"PIGU",0.500226616639837,NA,NA,NA,NA,NA,NA,"MATK",0.393237860149704,NA,NA,NA,NA,NA,NA,NA,NA,"SULF1",0.570043083859013,NA,NA,"SCO1",0.33,"WSB1",0.401487510566591,"FAM81A",0.526842414534379,"QKI",0.441,NA,NA,NA,NA
"256",NA,NA,"GRAMD2B",0.5,NA,NA,NA,NA,NA,NA,"SENP6",0.391877138197654,NA,NA,NA,NA,NA,NA,NA,NA,"LINC01145",0.57,NA,NA,"VIPAS39",0.32981972544581,"NKTR",0.401,"PPHLN1",0.523,"RCC1",0.43842872089751,NA,NA,NA,NA
"257",NA,NA,"ENAH",0.499413989974917,NA,NA,NA,NA,NA,NA,"TMED7-TICAM2",0.391409351551048,NA,NA,NA,NA,NA,NA,NA,NA,"VSTM2L",0.564440349213053,NA,NA,"TMEM91",0.329,"FGF9",0.399338194560468,"RAB3IP",0.523,"FUCA1",0.438032062043487,NA,NA,NA,NA
"258",NA,NA,"DLG5",0.498842638680606,NA,NA,NA,NA,NA,NA,"AC118549.1",0.391,NA,NA,NA,NA,NA,NA,NA,NA,"IDH1",0.563170573578611,NA,NA,"SYN3",0.328538815227284,"PGGT1B",0.398633014984767,"LRRC28",0.522642427926889,"PPP3CA",0.437865522922667,NA,NA,NA,NA
"259",NA,NA,"CAP2",0.498,NA,NA,NA,NA,NA,NA,"CAMSAP3",0.390454739934399,NA,NA,NA,NA,NA,NA,NA,NA,"UNC13A",0.563162330880433,NA,NA,"TAF5L",0.327,"MORN1",0.398239618008723,"LRRC6",0.522078778318046,"CHN2",0.434250144011226,NA,NA,NA,NA
"260",NA,NA,"MDN1",0.497140536091183,NA,NA,NA,NA,NA,NA,"ELP4",0.39036910455515,NA,NA,NA,NA,NA,NA,NA,NA,"PRICKLE1",0.5628358336333,NA,NA,"HMGN1",0.326,"IL6ST",0.398190249078377,"KDSR",0.518,"PGGT1B",0.433784601355438,NA,NA,NA,NA
"261",NA,NA,"SLC7A6",0.497,NA,NA,NA,NA,NA,NA,"MTA1",0.39,NA,NA,NA,NA,NA,NA,NA,NA,"SOS2",0.562,NA,NA,"STAG3L5P-PVRIG2P-PILRB",0.326,"LRRC28",0.395554932062401,"TENT2",0.517691267465298,"WFDC2",0.432717116079819,NA,NA,NA,NA
"262",NA,NA,"TPT1-AS1",0.496339570576474,NA,NA,NA,NA,NA,NA,"GATD3A",0.388346387065255,NA,NA,NA,NA,NA,NA,NA,NA,"GTF2H2C",0.560568747720917,NA,NA,"RAB2B",0.325242114284202,"FUCA1",0.39364622957337,"SH3YL1",0.517,"TXNL4B",0.432715482682334,NA,NA,NA,NA
"263",NA,NA,"USP9Y",0.496143342550435,NA,NA,NA,NA,NA,NA,"STRIP1",0.388,NA,NA,NA,NA,NA,NA,NA,NA,"DNAJC27",0.559754017786814,NA,NA,"CMSS1",0.324790603670735,"C19orf47",0.392726184930486,"CCT5",0.51686433858705,"RPS6KB2",0.43,NA,NA,NA,NA
"264",NA,NA,"COP1",0.495,NA,NA,NA,NA,NA,NA,"TMEM231",0.387808733638591,NA,NA,NA,NA,NA,NA,NA,NA,"KDSR",0.558996554176426,NA,NA,"CALU",0.324,"ACADM",0.389,"SKP1",0.516,"SSR1",0.428416199555781,NA,NA,NA,NA
"265",NA,NA,"GALC",0.495,NA,NA,NA,NA,NA,NA,"SOCS6",0.386244621030217,NA,NA,NA,NA,NA,NA,NA,NA,"HMGN1",0.558,NA,NA,"TTC7B",0.323442858820924,"DIPK1A",0.384923754223939,"CLOCK",0.511915261068672,"SERGEF",0.426,NA,NA,NA,NA
"266",NA,NA,"AC106886.6",0.494,NA,NA,NA,NA,NA,NA,"PPIE",0.386,NA,NA,NA,NA,NA,NA,NA,NA,"LYRM1",0.558,NA,NA,"MGRN1",0.321,"MTMR3",0.38330462749566,"AHCYL1",0.511236736476815,"CCDC93",0.425619321375699,NA,NA,NA,NA
"267",NA,NA,"L3MBTL3",0.493,NA,NA,NA,NA,NA,NA,"SYNE4",0.386,NA,NA,NA,NA,NA,NA,NA,NA,"VCAN",0.557,NA,NA,"AL157778.1",0.320102805987546,"SYTL2",0.382,"SNAP23",0.511,"SUZ12P1",0.425,NA,NA,NA,NA
"268",NA,NA,"MTMR1",0.491416409844513,NA,NA,NA,NA,NA,NA,"DLG1",0.385,NA,NA,NA,NA,NA,NA,NA,NA,"ERRFI1",0.556598002894515,NA,NA,"COPS7B",0.318,"ANK2",0.381345099648273,"DENND6B",0.50852093356185,"ADAM23",0.423993489485846,NA,NA,NA,NA
"269",NA,NA,"OXCT1",0.489283220710505,NA,NA,NA,NA,NA,NA,"CNOT1",0.383,NA,NA,NA,NA,NA,NA,NA,NA,"RAP1A",0.555,NA,NA,"ANKS1B",0.317698827827503,"COPS7B",0.379,"TMEM165",0.507275661825298,"MUTYH",0.421910846425722,NA,NA,NA,NA
"270",NA,NA,"RBBP8",0.489,NA,NA,NA,NA,NA,NA,"MARCHF8",0.382718487337135,NA,NA,NA,NA,NA,NA,NA,NA,"DIAPH1",0.552361006273976,NA,NA,"SCLT1",0.317,"AC068547.1",0.376,"RCOR3",0.507,"MATK",0.421833212168463,NA,NA,NA,NA
"271",NA,NA,"ADGRL1",0.488542581540487,NA,NA,NA,NA,NA,NA,"ARMCX6",0.382,NA,NA,NA,NA,NA,NA,NA,NA,"RASGRP2",0.552253577172517,NA,NA,"STRN3",0.316,"RUNDC3B",0.374,"TPTEP2",0.507,"ASCC3",0.421727687309652,NA,NA,NA,NA
