"","x","dPSI_iPSC_1755497_3x","x","dPSI_iPSC_1949634_3x","x","dPSI_iPSC_2006152_3x","x","dPSI_iPSC_2059811_3x","x","dPSI_iPSC_2060573_3x","x","dPSI_iPSC_2060884_3x","x","dPSI_iPSC_2070692_3x","x","dPSI_iPSC_2135644_3x","x","dPSI_iPSC_2136770_3x","x","dPSI_NGN2_1755497_3x","x","dPSI_NGN2_1949634_3x","x","dPSI_NGN2_2006152_3x","x","dPSI_NGN2_2059811_3xM","x","dPSI_NGN2_2060573_3x","x","dPSI_NGN2_2060884_3x","x","dPSI_NGN2_2070692_3x","x","dPSI_NGN2_2135644_3x","x","dPSI_NGN2_2136770_3x"
"559",NA,NA,"BAZ2B",0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATG2B",0.337,NA,NA,NA,NA,NA,NA,"CEP41",0.294156162613244,NA,NA,NA,NA,NA,NA
"560",NA,NA,"SGCE",0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SNAP23",0.337,NA,NA,NA,NA,NA,NA,"TRIM36",0.292933983296152,NA,NA,NA,NA,NA,NA
"561",NA,NA,"CALM2",0.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DCTN1-AS1",0.334,NA,NA,NA,NA,NA,NA,"DGKB",0.292432110828345,NA,NA,NA,NA,NA,NA
"562",NA,NA,"ZNF10",0.348541998739219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLC25A17",0.333,NA,NA,NA,NA,NA,NA,"HMGXB4",0.292147130108435,NA,NA,NA,NA,NA,NA
"563",NA,NA,"ANKRD18CP",0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TNPO3",0.333,NA,NA,NA,NA,NA,NA,"ASH1L",0.289320990623222,NA,NA,NA,NA,NA,NA
"564",NA,NA,"MTHFD1",0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MRPS11",0.332,NA,NA,NA,NA,NA,NA,"LINC00630",0.289068066692498,NA,NA,NA,NA,NA,NA
"565",NA,NA,"AL358113.1",0.347534096357013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMPDL3A",0.331,NA,NA,NA,NA,NA,NA,"CDH18",0.288001542728136,NA,NA,NA,NA,NA,NA
"566",NA,NA,"SSR1",0.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UBAP2L",0.331,NA,NA,NA,NA,NA,NA,"NAA25",0.286412219847016,NA,NA,NA,NA,NA,NA
"567",NA,NA,"CA14",0.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF687",0.331,NA,NA,NA,NA,NA,NA,"GNA13",0.286186246764546,NA,NA,NA,NA,NA,NA
"568",NA,NA,"DCAF17",0.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JMJD1C",0.330299391451017,NA,NA,NA,NA,NA,NA,"EIF3M",0.284796211904366,NA,NA,NA,NA,NA,NA
"569",NA,NA,"FUBP3",0.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIKESHI",0.329,NA,NA,NA,NA,NA,NA,"APAF1",0.284251648955299,NA,NA,NA,NA,NA,NA
"570",NA,NA,"FAM157A",0.345437006341843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RCOR3",0.329,NA,NA,NA,NA,NA,NA,"TTC7B",0.281420217402231,NA,NA,NA,NA,NA,NA
"571",NA,NA,"GUSBP11",0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MPP1",0.32898133400162,NA,NA,NA,NA,NA,NA,"ZNF512B",0.279694751859486,NA,NA,NA,NA,NA,NA
"572",NA,NA,"MEMO1",0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTRF1",0.328596993002089,NA,NA,NA,NA,NA,NA,"SAR1A",0.272163073760578,NA,NA,NA,NA,NA,NA
"573",NA,NA,"NECAP2",0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT5C2",0.326909383191887,NA,NA,NA,NA,NA,NA,"WASHC2A",0.271786035348902,NA,NA,NA,NA,NA,NA
"574",NA,NA,"ANOS2P",0.344329608519036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAFB",0.326582799854019,NA,NA,NA,NA,NA,NA,"PNISR",0.270515167637087,NA,NA,NA,NA,NA,NA
"575",NA,NA,"SYNGAP1",0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALDH2",0.325920667581129,NA,NA,NA,NA,NA,NA,"DOT1L",0.269979779298826,NA,NA,NA,NA,NA,NA
"576",NA,NA,"TTC23",0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MARCHF1",0.325262970063167,NA,NA,NA,NA,NA,NA,"KCTD3",0.265245140930096,NA,NA,NA,NA,NA,NA
"577",NA,NA,"VEZT",0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UFD1",0.325,NA,NA,NA,NA,NA,NA,"NCOA6",0.265064196914246,NA,NA,NA,NA,NA,NA
"578",NA,NA,"SPEG",0.343418564482914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ILK",0.324,NA,NA,NA,NA,NA,NA,"SLC20A2",0.264567721757991,NA,NA,NA,NA,NA,NA
"579",NA,NA,"BIN1",0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CDR2L",0.322569406921944,NA,NA,NA,NA,NA,NA,"TTPAL",0.263814955710655,NA,NA,NA,NA,NA,NA
"580",NA,NA,"HTT",0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PROSER1",0.322,NA,NA,NA,NA,NA,NA,"WASHC2C",0.263352336275065,NA,NA,NA,NA,NA,NA
"581",NA,NA,"KIF16B",0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FSD1",0.32178177340602,NA,NA,NA,NA,NA,NA,"KANSL2",0.262131662456248,NA,NA,NA,NA,NA,NA
"582",NA,NA,"MRTFB",0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABLIM3",0.321,NA,NA,NA,NA,NA,NA,"RAP1GDS1",0.261252500515807,NA,NA,NA,NA,NA,NA
"583",NA,NA,"PPFIA1",0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MYCBP2",0.321,NA,NA,NA,NA,NA,NA,"IGSF21",0.260727708742118,NA,NA,NA,NA,NA,NA
"584",NA,NA,"SSH1",0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERLIN2",0.320312705534638,NA,NA,NA,NA,NA,NA,"NPEPPS",0.260467419180344,NA,NA,NA,NA,NA,NA
"585",NA,NA,"PLK3",0.340825960672649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CDK5RAP2",0.32,NA,NA,NA,NA,NA,NA,"HDAC2-AS2",0.258681418124105,NA,NA,NA,NA,NA,NA
"586",NA,NA,"GRAMD1A",0.34005558982092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MCFD2",0.32,NA,NA,NA,NA,NA,NA,"GOLT1A",0.25546663236695,NA,NA,NA,NA,NA,NA
"587",NA,NA,"DHRS11",0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WNK3",0.319719017353295,NA,NA,NA,NA,NA,NA,"VPS13A",0.255451057733927,NA,NA,NA,NA,NA,NA
"588",NA,NA,"PPIE",0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NF1",0.317815100301546,NA,NA,NA,NA,NA,NA,"CTNS",0.255365809936635,NA,NA,NA,NA,NA,NA
"589",NA,NA,"TOE1",0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CRYZL1",0.317,NA,NA,NA,NA,NA,NA,"ANKDD1A",0.254029965809892,NA,NA,NA,NA,NA,NA
"590",NA,NA,"LINC01484",0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FGF9",0.316790273481482,NA,NA,NA,NA,NA,NA,"ZDHHC8P1",0.25273396810132,NA,NA,NA,NA,NA,NA
"591",NA,NA,"NEU3",0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANKRD13D",0.316680494526353,NA,NA,NA,NA,NA,NA,"DIPK1B",0.25181021772022,NA,NA,NA,NA,NA,NA
"592",NA,NA,"RAB28",0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANKDD1A",0.31613186444454,NA,NA,NA,NA,NA,NA,"TAF6",0.251612952939919,NA,NA,NA,NA,NA,NA
"593",NA,NA,"SAC3D1",0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PCBP4",0.316,NA,NA,NA,NA,NA,NA,"TBCA",0.251420541664813,NA,NA,NA,NA,NA,NA
"594",NA,NA,"FAM193B",0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PLEKHA6",0.315407211814599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",NA,NA,"INTU",0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHACTR1",0.314911507651978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",NA,NA,"Z83844.1",0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RASSF4",0.313684633508926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",NA,NA,"BRD2",0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBM18",0.3135444866654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",NA,NA,"ESRP1",0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MARCHF8",0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",NA,NA,"LATS1",0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRKCI",0.31181924026245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",NA,NA,"CLASP1",0.33683008188459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAB30-DT",0.311549692508481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",NA,NA,"ANKRD13C",0.336055359312126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATG5",0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",NA,NA,"DAGLB",0.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CACNA1C",0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",NA,NA,"HMGXB3",0.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INPP5F",0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",NA,NA,"USP30",0.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RICTOR",0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",NA,NA,"LRIF1",0.335968198902214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SETD5",0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",NA,NA,"TNRC6B",0.335025603495142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TPM3",0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",NA,NA,"CRIP3",0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EIF4A2",0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",NA,NA,"GZF1",0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIR124-2HG",0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",NA,NA,"PIGA",0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLK",0.308758580115904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",NA,NA,"PUS1",0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GIT2",0.308525154119033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",NA,NA,"CHD1L",0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AL133500.1",0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",NA,NA,"COL4A5",0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FUBP3",0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",NA,NA,"EIF4A2",0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC104452.1",0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",NA,NA,"FAM118A",0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DARS1",0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",NA,NA,"MLPH",0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RNF130",0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",NA,NA,"DENND5A",0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CALCOCO1",0.306140227134454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",NA,NA,"MIB2",0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FAM114A2",0.305053389959065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",NA,NA,"MIR924HG",0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MFN2",0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",NA,NA,"ANAPC16",0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LINC01844",0.304281769845354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",NA,NA,"CEP164",0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABAT",0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",NA,NA,"EMSY",0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTFR1L",0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",NA,NA,"FAM135A",0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAPA",0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",NA,NA,"FIGNL1",0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SUN1",0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",NA,NA,"LRRC28",0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF609",0.303170403240817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",NA,NA,"SMPD4BP",0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNK",0.302712776561607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",NA,NA,"MUC20-OT1",0.331637672006811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLK4",0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",NA,NA,"OCLN",0.331610511770091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DCBLD2",0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",NA,NA,"PHYKPL",0.33077234246109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GGCT",0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",NA,NA,"RPS10",0.330664435880973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PPHLN1",0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",NA,NA,"SPOPL",0.330507240108614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBFOX1",0.301818077711103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",NA,NA,"CCDC130",0.330333614953603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RNPEP",0.301309273033914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",NA,NA,"DDX18",0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CTNS",0.301125648287668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",NA,NA,"NASP",0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OBSL1",0.300276986892767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",NA,NA,"RBM4B",0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CDC42",0.300248356080178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",NA,NA,"PHF8",0.329190378428939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2CD5",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",NA,NA,"GRIP1",0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAMK1G",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",NA,NA,"BUB1",0.328603519111413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DLGAP4",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",NA,NA,"MTCP1",0.328524317756694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAB5A",0.299851632956737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",NA,NA,"RIMS2",0.32840038369242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOCS6",0.299070146214354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",NA,NA,"FAAP20",0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAD21",0.299008498944565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",NA,NA,"HMGN1",0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHC3",0.298430424530603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",NA,NA,"MED16",0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTPAL",0.297842798715297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",NA,NA,"RBM39",0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JAZF1",0.297830201578216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",NA,NA,"ZNF215",0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAFK",0.296616663384159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",NA,NA,"MICALL1",0.327829638387987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TMED9",0.295919639727521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",NA,NA,"CXorf38",0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PACRGL",0.295728846564974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",NA,NA,"PARPBP",0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRAMD1A",0.294146235467005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",NA,NA,"PCM1",0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TCF12",0.293866639957794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",NA,NA,"TAF1A",0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SGIP1",0.292364919089649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",NA,NA,"DHRS3",0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMT2",0.291867195995204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",NA,NA,"TRIM4",0.325475744228334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOE1",0.290813324488517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",NA,NA,"TBC1D1",0.325422506502749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLC25A36",0.290645500261262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",NA,NA,"BCS1L",0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MCAM",0.290632547315693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",NA,NA,"NSD2",0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIPAS39",0.289496823320258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",NA,NA,"MED15",0.3246346449164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC104009.1",0.289153105551589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",NA,NA,"SELENOO",0.324316800571917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPEPPS",0.288646870412126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",NA,NA,"C2CD5",0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CPSF7",0.288381383767318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",NA,NA,"CEP152",0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DHRSX",0.288116566317015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",NA,NA,"CNTRL",0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTHFSD",0.28793557487504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",NA,NA,"MACROH2A1",0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TPP2",0.287742953099892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",NA,NA,"PREX2",0.323923206775055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MMGT1",0.286487613759537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",NA,NA,"PHLDB1",0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MYO5A",0.286434145639382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",NA,NA,"POLQ",0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEGR1",0.285781938401771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",NA,NA,"JAKMIP2-AS1",0.322550594980349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TNIK",0.28531921251012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",NA,NA,"CLEC16A",0.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PPP3CA",0.284818860069408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
